mRNA,microRNA,T_CC,T_P,T_FDR,N_CC,N_P,N_FDR,Targetprofiler,Targetscan,MiRanda,mRNA_FC,miRNA_FC
TBL1XR1,hsa-mir-424,0.453829101,0.000129628,0.003167845,-0.580820152,0.002331525,0.058418956,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.8294106146332898,0.8452863242821164
SLCO3A1,hsa-mir-765,0.349451279,0.004027755,0.049024545,-0.552065929,0.004219745,0.081387144,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.3769232549841716,1.3109124642216308
ERBB4,hsa-mir-581,0.345337724,0.004513288,0.053291521,-0.546751473,0.004682253,0.086086807,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6240966456799822,1.6293616713158854
MUC15,hsa-mir-412,0.571058685,5.53E-07,2.61E-05,-0.565578106,0.003214228,0.069896348,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.03369879079932128,0.5598244098011337
FBXO28,hsa-mir-31,0.465502075,8.20E-05,0.002147599,-0.56433972,0.003296983,0.070848325,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6725259555529342,0.8368724603851131
KIAA1257,hsa-mir-1251,0.861181897,0,0,-0.582556663,0.002245565,0.057205324,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.26658510737901553,0.036082091131735446
TMEM180,hsa-mir-32,0.370009798,0.002229264,0.031457745,-0.641959784,0.000541489,0.024829822,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.39369297465367603,0.598609683020255
KRT19,hsa-mir-204,0.844335159,0,0,-0.561352705,0.003504066,0.07330309,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.17292135497874211,0.10297163414087614
RAB25,hsa-mir-504,0.329663916,0.006870806,0.071991618,-0.590576218,0.001882785,0.051689285,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.8081326887950333,1.103249209461347
MORN1,hsa-mir-652,0.373310275,0.002019992,0.02915162,-0.636267193,0.000628472,0.027102717,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.22354715029717592,0.7755690610464597
MINPP1,hsa-mir-23a,0.360655376,0.002931705,0.038692598,-0.532160861,0.006177239,0.099975903,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.6859429001384308,0.7216925047573296
CCND3,hsa-mir-744,0.482201719,4.14E-05,0.001198658,-0.600892516,0.00149078,0.045215353,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.41128699994247897,0.6025466842227066
PRAF2,hsa-mir-378,0.452841558,0.000134647,0.003270275,-0.685077576,0.000157822,0.011587412,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.8554692165888425,0.7375206885545217
ESPL1,hsa-mir-629,0.555243172,1.31E-06,5.68E-05,-0.614711722,0.001076797,0.037481993,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.7530476012434033,1.3329442564717202
TBC1D1,hsa-mir-377,-0.32439134,0.007877198,0.079337974,0.557496175,0.003787653,0.076610902,targetprofiler-Yes,targetscan-Yes,miRanda-NO,4.2029496905400965,0.5793353782878355
RAD1,hsa-mir-186,0.538906873,3.04E-06,0.000121216,-0.56400952,0.003319352,0.07109824,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7753807565580506,0.8739150308976713
TMEM97,hsa-mir-214,0.338498441,0.005435739,0.060890897,-0.544649316,0.004876645,0.088097611,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.3936493822355848,0.24011050977048556
CCDC74B,hsa-mir-95,0.616481969,3.57E-08,2.14E-06,-0.561960546,0.003461055,0.072790325,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.11359873221982031,0.2430555725746575
ZNF326,hsa-mir-873,0.583073183,2.79E-07,1.40E-05,-0.566918007,0.003126681,0.068824339,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,0.6814785590798592,0.9302266631592804
FZD9,hsa-mir-10a,-0.447876598,0.000162698,0.003837098,0.539398395,0.005392148,0.093106525,targetprofiler-Yes,targetscan-NO,miRanda-Yes,1.842686357630151,1.767051532037896
SLC35D2,hsa-mir-23a,0.481170502,4.32E-05,0.001242641,-0.655764045,0.000372579,0.019756759,targetprofiler-Yes,targetscan-NO,miRanda-Yes,0.4548252243376801,0.7216925047573296
TNFSF12,hsa-mir-744,0.379666085,0.001665906,0.025157272,-0.566647397,0.003144197,0.069035366,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.45527075424384356,0.6025466842227066
RUFY1,hsa-mir-203,-0.338242326,0.005473297,0.06119918,0.555908978,0.003909885,0.077873551,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8526300219405621,0.4947712619017015
TOLLIP,hsa-mir-221,0.345719461,0.004466148,0.052904069,-0.593947692,0.001745973,0.049565332,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.6381150481014506,12.197263479487585
XYLB,hsa-mir-629,0.387238813,0.00131745,0.020965484,-0.773597522,5.75E-06,0.001263661,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.12693096431259637,1.3329442564717202
FMO1,hsa-mir-210,0.332430536,0.006389299,0.068369081,-0.622166066,0.00089782,0.033696184,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.01755801022269984,1.0501226304623892
BNIP3L,hsa-mir-17,0.630273334,1.42E-08,9.19E-07,-0.537040415,0.005638135,0.095226178,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.35064337180391547,0.7934945478927481
MED31,hsa-mir-197,0.476897328,5.16E-05,0.001448363,-0.58210787,0.002267517,0.057521622,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.47350366232870994,0.8427340131072207
CTNNBIP1,hsa-mir-675,0.367397738,0.002408413,0.033378542,-0.58064414,0.002340393,0.05854339,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5097675950468444,0.051548155957586196
YTHDC1,hsa-mir-503,0.419167482,0.000459917,0.009055064,-0.586745692,0.00204926,0.054202684,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.7624622580528077,1.1119507563648852
CA12,hsa-mir-204,-0.351619764,0.003790923,0.046877493,0.834183648,2.20E-07,0.000130314,targetprofiler-NO,targetscan-Yes,miRanda-NO,3.7208622365836983,0.10297163414087614
SEPT8,hsa-mir-10a,-0.381252078,0.001586734,0.024228705,0.649796071,0.000438928,0.021803986,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.683807835,1.767051532037896
BNIP3L,hsa-mir-19a,0.766375009,6.42E-14,8.89E-12,-0.636808555,0.00061971,0.026871689,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.35064337180391547,0.6230375629704619
PREPL,hsa-mir-1976,0.381330962,0.001582886,0.024181724,-0.556599868,0.003856275,0.077371893,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.45259800301723924,1.3372446678324954
TDRKH,hsa-mir-141,-0.34672192,0.004344423,0.051834533,0.722785757,4.48E-05,0.005044802,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6283797353422901,4.5453176708474565
MYO5B,hsa-mir-541,-0.327354688,0.007296784,0.075124922,0.559191219,0.003660703,0.075168007,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.4141224510174606,0.758822244678388
HDDC2,hsa-mir-335,0.598921601,1.08E-07,5.89E-06,-0.550459691,0.004355271,0.082789032,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9152957230677395,0.28764613941973094
PFKFB4,hsa-mir-873,0.569915914,5.89E-07,2.77E-05,-0.597312497,0.001618013,0.047409107,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0329548299227476,0.9302266631592804
VOPP1,hsa-mir-338,0.538745621,3.06E-06,0.000122116,-0.582451645,0.002250685,0.057278762,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9110561991231267,0.5035705867496062
C21orf67,hsa-mir-95,0.37043643,0.002201164,0.031156242,-0.552026012,0.00422307,0.081429147,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.3618205470865333,0.2430555725746575
DIDO1,hsa-mir-23a,-0.318004729,0.009266984,0.088856353,0.672224774,0.000232672,0.014808524,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.219195169579996,0.7216925047573296
TSEN2,hsa-mir-203,-0.355844517,0.003364722,0.042890639,0.535536992,0.005799847,0.096677928,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8040320204757476,0.4947712619017015
UBE2E3,hsa-mir-377,0.315544776,0.009856699,0.092694875,-0.590327161,0.001893246,0.051856195,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5687019779367076,0.5793353782878355
HAT1,hsa-mir-454,0.394469417,0.001047502,0.017521874,-0.569160865,0.00298467,0.067072559,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.4946115760412988,0.8084011782944432
SLC4A7,hsa-mir-656,0.316601426,0.009599508,0.091046927,-0.622062799,0.000900111,0.033751393,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.2328736363754633,0.9405938351178694
SLC5A6,hsa-mir-182,-0.346270487,0.00439887,0.05231434,0.684985088,0.000158274,0.011607451,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1071220182756851,9.028667382790683
CLEC16A,hsa-mir-326,-0.427297095,0.000345872,0.007173424,0.551636674,0.00425561,0.081761958,targetprofiler-Yes,targetscan-Yes,miRanda-NO,2.3737324444509063,0.3932757190292905
PADI2,hsa-mir-940,0.421719037,0.000420891,0.00842332,-0.570014836,0.00293206,0.06638072,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.1473895184268657,0.8244011191428098
STX3,hsa-mir-1266,0.492077973,2.71E-05,0.000833878,-0.64624934,0.000483038,0.023138396,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.4762564841020023,1.5771933549472101
MNT,hsa-mir-335,-0.34612729,0.004416267,0.052466497,0.58781138,0.002001729,0.053521571,targetprofiler-Yes,targetscan-Yes,miRanda-NO,2.0502427269399166,0.28764613941973094
CIDEB,hsa-mir-1262,0.580764731,3.19E-07,1.58E-05,-0.569419153,0.002968674,0.066877123,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.4116147636194451,1.141544518086633
MARK2,hsa-mir-3934,-0.327424638,0.007283548,0.075032851,0.55882814,0.003687588,0.075489893,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.7661054714720517,0.6519982682156453
ASB8,hsa-mir-378,-0.357619861,0.00319872,0.041293033,0.618651834,0.000978706,0.035472041,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.381594815310481,0.7375206885545217
SLC24A6,hsa-mir-10a,-0.379395415,0.001679766,0.025309727,0.752689193,1.42E-05,0.002325657,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.9388122585240949,1.767051532037896
C21orf67,hsa-mir-497,0.343328063,0.004768789,0.055466548,-0.693571268,0.000120818,0.009729804,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.3618205470865333,0.2788745175324411
FAM40B,hsa-mir-181d,0.366135516,0.002499508,0.034322315,-0.545745366,0.004774458,0.087064938,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.8832459098635832,0.32684455728148476
PARN,hsa-mir-130a,-0.344350381,0.004637261,0.054348226,0.535237695,0.005832501,0.096949741,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.734785049564417,0.1653765603721372
ATG2B,hsa-mir-3615,-0.381155114,0.001591476,0.024282087,0.670595967,0.00024408,0.015234273,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.1673813802493642,0.8161640086835098
CNP,hsa-mir-154,0.680939963,3.15E-10,2.71E-08,-0.616245181,0.001037659,0.036681853,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.2557709739267666,0.6189748451178642
SLC39A14,hsa-mir-31,0.334892993,0.005985926,0.065237748,-0.620000413,0.000946953,0.034801929,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.820134270992583,0.8368724603851131
PPP3R1,hsa-mir-935,0.430078717,0.000313221,0.006617574,-0.61286346,0.001125655,0.038493215,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7187520118304793,1.6534657441009801
GLO1,hsa-mir-1226,0.477262165,5.08E-05,0.001429616,-0.53262662,0.006123982,0.099510151,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7221008406926107,0.5289290442010846
SMAD2,hsa-mir-935,-0.444344468,0.000185817,0.004287855,0.640498207,0.00056276,0.025408563,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1851860437432349,1.6534657441009801
PDLIM5,hsa-mir-1976,-0.410133747,0.000626054,0.011620903,0.547255546,0.004636624,0.085703721,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1250482040722287,1.3372446678324954
RAB3IP,hsa-mir-1247,0.375882201,0.001869305,0.027454525,-0.542519004,0.005080538,0.090142631,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7863762313236754,0.1739713506584135
C5orf62,hsa-mir-377,0.923900513,0,0,-0.619997693,0.000947016,0.034801929,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.3816927062504767,0.5793353782878355
FAM105B,hsa-mir-210,0.32465568,0.007823832,0.078958281,-0.573939387,0.0027003,0.063486845,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.6192142345155027,1.0501226304623892
ITGB8,hsa-mir-30e,0.380787536,0.001609566,0.024492224,-0.578824165,0.002433783,0.059839134,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.2817057721157355,1.6810809545689835
SLC35E2,hsa-mir-421,0.365335989,0.002558789,0.034923558,-0.562214202,0.003443239,0.072606364,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.548125083437584,1.392055287770918
STYK1,hsa-mir-424,0.621660569,2.54E-08,1.56E-06,-0.649005582,0.000448443,0.022088693,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.26871588687066567,0.8452863242821164
PPIL1,hsa-mir-497,0.353907137,0.003554574,0.044659089,-0.583926268,0.002179689,0.056205371,targetprofiler-Yes,targetscan-NO,miRanda-Yes,0.3129129533564667,0.2788745175324411
ZNF69,hsa-mir-377,0.392312649,0.001122257,0.018486881,-0.554399164,0.00402924,0.079234697,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.21855037725177512,0.5793353782878355
SLC43A3,hsa-mir-345,0.314091652,0.010220169,0.094986419,-0.592832789,0.00179024,0.050241108,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.6924457019744655,0.5437834076383681
FAS,hsa-mir-10b,0.314511066,0.010114084,0.094324804,-0.570991036,0.002872887,0.065638346,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.5361309412227262,0.787873988604748
ZFP36L1,hsa-mir-182,-0.424151089,0.000386526,0.00785754,0.644859892,0.000501339,0.023673221,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.5237913920786316,9.028667382790683
MEGF8,hsa-mir-744,-0.311326472,0.010944093,0.099545532,0.546928163,0.004666216,0.085957377,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.469301961301913,0.6025466842227066
TBC1D1,hsa-mir-1976,-0.475353677,5.50E-05,0.001529697,0.537523133,0.005587024,0.094784355,targetprofiler-NO,targetscan-Yes,miRanda-NO,4.2029496905400965,1.3372446678324954
GALK1,hsa-mir-23a,0.469838655,6.89E-05,0.001854239,-0.619579536,0.000956766,0.035015289,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.4101875905667116,0.7216925047573296
SEMA3B,hsa-mir-642a,0.349400829,0.004033417,0.049082075,-0.676398986,0.000205536,0.013736383,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6007372705164268,2.3474006021598326
APCDD1,hsa-mir-873,0.709330083,2.63E-11,2.66E-09,-0.539669388,0.005364465,0.092826964,targetprofiler-Yes,targetscan-NO,miRanda-Yes,0.47685685710478465,0.9302266631592804
DNAH6,hsa-mir-376b,0.540093218,2.86E-06,0.000114822,-0.549285345,0.004456666,0.083863194,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.144185664870004,0.8237449747952819
XPR1,hsa-mir-31,0.56858356,6.35E-07,2.96E-05,-0.56514143,0.003243205,0.070245781,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5328034780748457,0.8368724603851131
