mRNA,microRNA,T_CC,T_P,T_FDR,N_CC,N_P,N_FDR,Targetprofiler,Targetscan,MiRanda,mRNA_FC,miRNA_FC
CIAO1,hsa-mir-335,0.339906105,0.00523334,0.059266833,-0.538609836,0.005473386,0.093859954,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7983569278392618,0.28764613941973094
PPME1,hsa-mir-378,0.383128025,0.001497465,0.023155556,-0.676014685,0.000207913,0.01381192,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9824529874191302,0.7375206885545217
ZNF69,hsa-mir-214,0.345836258,0.004451812,0.052781152,-0.569522951,0.002962266,0.066799375,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.21855037725177512,0.24011050977048556
SFRS11,hsa-mir-454,0.399791094,0.000881909,0.015295848,-0.595018168,0.001704356,0.048874043,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.5439653620417564,0.8084011782944432
IRX5,hsa-mir-136,0.623858071,2.19E-08,1.37E-06,-0.568219234,0.003043609,0.067799985,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.059682542025472705,0.38823669465890376
ACTN4,hsa-mir-337,-0.349630525,0.004007693,0.048852176,0.616633585,0.001027943,0.036475363,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9597068090168616,0.7726605721797375
PRPF3,hsa-mir-345,0.348752519,0.004106815,0.049754316,-0.542952142,0.005038511,0.08975029,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,0.6296354368542245,0.5437834076383681
SHF,hsa-mir-335,-0.385016256,0.001412198,0.022136476,0.65668804,0.00036313,0.019480506,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.5464074632231746,0.28764613941973094
TSSK6,hsa-mir-598,0.362488008,0.002780287,0.037193596,-0.629774919,0.00074222,0.030108296,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.9992098784751282,2.2011495140509525
TMEM180,hsa-mir-940,0.627565105,1.71E-08,1.09E-06,-0.592279535,0.001812561,0.050578552,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.39369297465367603,0.8244011191428098
ACSF2,hsa-mir-625,0.376831197,0.001816303,0.026860151,-0.573379087,0.002732401,0.063917865,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.13447403663761076,1.1376509698881738
ESPL1,hsa-mir-23a,0.376394055,0.001840548,0.027129939,-0.653397849,0.000397759,0.020586164,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.7530476012434033,0.7216925047573296
NT5E,hsa-mir-31,0.501909701,1.76E-05,0.00057099,-0.572308266,0.002794656,0.064700525,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.6278008761727687,0.8368724603851131
GDAP2,hsa-mir-98,0.316060176,0.00973051,0.091887205,-0.629955994,0.000738822,0.030025116,targetprofiler-Yes,targetscan-NO,miRanda-Yes,0.8152366710979609,0.5447142534963656
RHOBTB1,hsa-mir-203,0.381102744,0.001594042,0.024311424,-0.777530655,4.80E-06,0.001120814,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.3996063527311978,0.4947712619017015
RASSF4,hsa-mir-935,0.345187611,0.004531946,0.053450037,-0.575844125,0.002593563,0.062070087,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.8025172278055532,1.6534657441009801
PLK1S1,hsa-mir-141,-0.352311548,0.003718013,0.046195144,0.732135642,3.18E-05,0.003984488,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.33461082088072874,4.5453176708474565
IFT81,hsa-mir-141,-0.344507699,0.004617309,0.054178159,0.584436254,0.002155585,0.055824134,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.3958202936369809,4.5453176708474565
GREB1L,hsa-mir-195,0.324715543,0.007811791,0.078875505,-0.615640327,0.001052948,0.036983714,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.14971575577697235,0.2828659796341299
PPP1R13B,hsa-mir-23a,-0.356740885,0.003279974,0.042096689,0.651513611,0.000418856,0.021218058,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.2570175135389918,0.7216925047573296
CUX1,hsa-mir-182,0.461286086,9.69E-05,0.002474494,-0.601491349,0.00147036,0.044852671,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.1713788778940106,9.028667382790683
SSBP2,hsa-mir-345,0.375188731,0.001908909,0.027900209,-0.57183724,0.00282242,0.065008983,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,0.258538959143128,0.5437834076383681
ST3GAL1,hsa-mir-1976,-0.452568223,0.000136068,0.003299577,0.579774055,0.002384652,0.059142998,targetprofiler-NO,targetscan-Yes,miRanda-NO,6.673525512256868,1.3372446678324954
CCDC150,hsa-mir-1271,0.839303471,0,0,-0.589215986,0.001940524,0.052579693,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.09301042321155087,0.3975005453593742
PLOD2,hsa-mir-145,0.519729582,7.75E-06,0.000278553,-0.541202035,0.005210142,0.091396669,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.9680091677177387,0.24093897791939958
ARRB1,hsa-mir-204,0.511575429,1.13E-05,0.000388725,-0.669180995,0.000254385,0.0156588,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.2507247948277108,0.10297163414087614
OLR1,hsa-mir-326,0.369462168,0.002265804,0.031852219,-0.549848101,0.004407831,0.083344646,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,1.657825292691979,0.3932757190292905
NPC2,hsa-mir-503,-0.382218501,0.001540166,0.023674289,0.534911545,0.00586826,0.097255285,targetprofiler-NO,targetscan-NO,miRanda-Yes,2.6599327227036498,1.1119507563648852
SYNE2,hsa-mir-1271,-0.313025912,0.010494095,0.096735739,0.793305405,2.24E-06,0.000659769,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.5997318134025522,0.3975005453593742
ZYG11A,hsa-mir-17,0.63042177,1.41E-08,9.11E-07,-0.598960469,0.001558333,0.046362961,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.06984992400361921,0.7934945478927481
DNM3,hsa-mir-598,0.337517783,0.005580788,0.062056197,-0.598654756,0.001569259,0.046550395,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.1787855390535636,2.2011495140509525
FUT11,hsa-mir-551b,0.324294609,0.007896806,0.079469921,-0.556228588,0.003885007,0.077640192,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.4853610235663263,0.9110279633916903
RAB27A,hsa-mir-1976,0.378739225,0.001713799,0.025700907,-0.585217932,0.002119082,0.055291906,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8562376786648476,1.3372446678324954
CCDC6,hsa-mir-31,0.348523069,0.004133074,0.04998698,-0.679222073,0.000188792,0.013008756,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9008905836494734,0.8368724603851131
TMEM79,hsa-mir-182,-0.370489738,0.002197675,0.031120301,0.555223649,0.003963686,0.078470694,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.8445332389988816,9.028667382790683
ACACB,hsa-mir-891a,0.401844716,0.00082462,0.014502742,-0.584623465,0.002146794,0.055706111,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.5975287483913674,240.28879859525105
NUP93,hsa-mir-183,-0.435319427,0.000259241,0.005654041,0.539700235,0.005361322,0.092800528,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.8424316257712465,6.453356374694586
DNM3,hsa-mir-211,0.333102461,0.006276929,0.067491707,-0.583683476,0.002191245,0.056384121,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.1787855390535636,4.6457015780375635
ANKRD23,hsa-mir-378,0.374032458,0.001976618,0.028668217,-0.534885829,0.005871087,0.09727351,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6750095917560783,0.7375206885545217
MFSD11,hsa-mir-204,0.389221024,0.00123782,0.01997865,-0.5508577,0.004321351,0.082475368,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6918987811130628,0.10297163414087614
GLB1L3,hsa-mir-1262,0.399837873,0.000880565,0.015277927,-0.564996152,0.003252895,0.070353729,targetprofiler-Yes,targetscan-NO,miRanda-NO,7.368016038530298,1.141544518086633
ARHGEF5,hsa-mir-23a,-0.320642429,0.008669035,0.084817649,0.67484876,0.000215272,0.014111524,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.9020329489066297,0.7216925047573296
DHRS13,hsa-mir-136,0.55242333,1.52E-06,6.49E-05,-0.594959492,0.001706615,0.048910231,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6046714089062699,0.38823669465890376
ANP32E,hsa-mir-380,0.456843161,0.000115355,0.002869043,-0.544824203,0.004860218,0.087916721,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.40396867145076887,1.1472636113588637
C11orf95,hsa-mir-335,-0.351386961,0.003815743,0.047100651,0.630976795,0.000719912,0.029564362,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.6474860272611993,0.28764613941973094
TMEM45B,hsa-mir-1976,0.756545327,2.03E-13,2.66E-11,-0.561414487,0.003499674,0.073271149,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.0912559418322067,1.3372446678324954
SGK3,hsa-mir-203,0.450850438,0.000145314,0.003486285,-0.752843047,1.41E-05,0.002315361,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.4937376640507798,0.4947712619017015
FXR1,hsa-mir-31,0.322433075,0.008282551,0.082158453,-0.681546545,0.000175914,0.012435244,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1589566377732823,0.8368724603851131
RAD1,hsa-mir-454,0.398714384,0.000913363,0.015727978,-0.696470268,0.000110063,0.009153332,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.7753807565580506,0.8084011782944432
SNX19,hsa-mir-1271,-0.347488279,0.004253356,0.051032092,0.643030923,0.000526347,0.02438373,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.2110926332858005,0.3975005453593742
FOXO1,hsa-mir-145,-0.391820985,0.001139958,0.018722835,0.676025959,0.000207843,0.013809912,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.8583425365429707,0.24093897791939958
LOC100130691,hsa-mir-132,0.527270333,5.40E-06,0.000202045,-0.583249126,0.002212049,0.056731635,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.1326968598085827,0.42532602610907083
ODF2L,hsa-mir-424,0.508554607,1.30E-05,0.000439678,-0.619944053,0.000948262,0.034828056,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.3703536009952147,0.8452863242821164
TRIM45,hsa-mir-940,0.357997808,0.003164336,0.040958061,-0.564322162,0.00329817,0.070851721,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.5786763647903642,0.8244011191428098
LGI2,hsa-mir-708,0.426815068,0.000351837,0.007276394,-0.627390608,0.000788251,0.031255105,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.15273096828387706,0.5563497455768013
PREPL,hsa-mir-877,0.466613851,7.84E-05,0.002068561,-0.613720422,0.00110277,0.03800415,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.45259800301723924,0.5094224090648654
SLC25A3,hsa-mir-765,-0.356323228,0.003319223,0.042472757,0.598518343,0.001574156,0.046641869,targetprofiler-Yes,targetscan-NO,miRanda-NO,2.1960972739104085,1.3109124642216308
C20orf72,hsa-mir-326,0.520093179,7.62E-06,0.000274252,-0.533909209,0.005979311,0.09824299,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.9108236795374282,0.3932757190292905
SSU72,hsa-mir-214,0.457206027,0.000113738,0.002835548,-0.5472443,0.004637638,0.085715661,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.7960729655521518,0.24011050977048556
TBC1D1,hsa-mir-203,0.384239445,0.001446733,0.022549289,-0.537929016,0.00554435,0.094432245,targetprofiler-NO,targetscan-Yes,miRanda-NO,4.2029496905400965,0.4947712619017015
ENO2,hsa-mir-378,0.542494906,2.54E-06,0.000102916,-0.656650118,0.000363514,0.019492249,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.2236498206217838,0.7375206885545217
SLFN13,hsa-mir-1251,0.64027593,7.08E-09,4.82E-07,-0.771854888,6.22E-06,0.001323068,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.364095068214195,0.036082091131735446
SKA2,hsa-mir-197,0.559242869,1.06E-06,4.68E-05,-0.586556783,0.002057786,0.054330305,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.634453656992576,0.8427340131072207
HGS,hsa-mir-3687,0.462128657,9.38E-05,0.002406278,-0.538388629,0.005496359,0.094024818,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9281251673308629,1.3266920770740718
RASSF4,hsa-mir-23a,0.356632009,0.003290166,0.042184812,-0.591795734,0.001832275,0.050889468,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.8025172278055532,0.7216925047573296
GLDN,hsa-mir-149,-0.317101119,0.00947993,0.090291684,0.611881023,0.001152394,0.039002969,targetprofiler-Yes,targetscan-Yes,miRanda-NO,78.88550007599264,0.3924375998167215
TMEM169,hsa-mir-182,-0.401987866,0.000820755,0.014448998,0.73057885,3.37E-05,0.004155765,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.08002051727939588,9.028667382790683
WHSC1,hsa-mir-378,0.395086536,0.001026956,0.017247156,-0.573948639,0.002699773,0.06348623,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.7399074299904347,0.7375206885545217
NFS1,hsa-mir-10a,0.362452003,0.002783193,0.037219922,-0.605890814,0.001327561,0.042270712,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.462625097459653,1.767051532037896
PEG3,hsa-mir-589,-0.33888856,0.005378967,0.060428785,0.589338016,0.001935283,0.052505062,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.45475003966469235,1.5907800827445417
STX16,hsa-mir-200a,-0.349795594,0.003989296,0.048689614,0.622163435,0.000897878,0.033696754,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.1200051111683196,0.6946692350111816
HES2,hsa-mir-326,0.698263776,7.16E-11,6.79E-09,-0.569794491,0.002945558,0.066583444,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.26227661988359946,0.3932757190292905
UBTD1,hsa-mir-1226,0.38176928,0.001561657,0.023929874,-0.624377034,0.000849945,0.032673201,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.30453619285621597,0.5289290442010846
CCDC77,hsa-mir-424,0.461552163,9.59E-05,0.002452884,-0.533032143,0.006077926,0.099116369,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.179176342867256,0.8452863242821164
PPME1,hsa-mir-940,0.329074017,0.006977495,0.072786912,-0.550702566,0.004334545,0.082588754,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.9824529874191302,0.8244011191428098
CYR61,hsa-mir-222,-0.355125979,0.003434056,0.043533654,0.533563375,0.006018034,0.098578802,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.09193571241112108,10.829865778156416
CASP10,hsa-mir-1976,0.653857795,2.64E-09,1.93E-07,-0.546578162,0.004698028,0.086269245,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.3236611056562731,1.3372446678324954
AIF1L,hsa-mir-335,0.409925786,0.00063045,0.011686795,-0.587835618,0.002000659,0.053503949,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.09077795059098134,0.28764613941973094
TRDMT1,hsa-mir-130a,0.550719364,1.66E-06,7.04E-05,-0.5391108,0.005421658,0.093393145,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.2863993978447871,0.1653765603721372
SPG7,hsa-mir-326,-0.364126919,0.002650822,0.035860442,0.549902696,0.004403117,0.083295229,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.7149648018326231,0.3932757190292905
LGI2,hsa-mir-376c,0.928380109,0,0,-0.56525651,0.003235547,0.07014554,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.15273096828387706,0.6938365549423482
MYO5B,hsa-mir-495,-0.316640259,0.009590169,0.090980287,0.670139723,0.000247362,0.015369285,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.4141224510174606,0.48989446716649626
EIF4G3,hsa-mir-378c,0.327044341,0.00735576,0.075553119,-0.681668632,0.000175259,0.012405719,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.7713313066720495,0.5342158381327985
PEG10,hsa-mir-940,0.491319812,2.80E-05,0.000857934,-0.640235214,0.000566663,0.025498285,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.16961903253442345,0.8244011191428098
PPT2,hsa-mir-98,0.468136681,7.38E-05,0.001964316,-0.603615004,0.001399865,0.043602638,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.4457085313189637,0.5447142534963656
ZNF784,hsa-mir-301a,-0.427464119,0.000343827,0.007140496,0.540858433,0.00524441,0.091733502,targetprofiler-Yes,targetscan-NO,miRanda-Yes,1.4731910044964978,0.40326644358417824
MTHFD1,hsa-mir-625,0.462981965,9.07E-05,0.002337965,-0.610511213,0.001190587,0.039723746,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.8156963788082661,1.1376509698881738
MPP3,hsa-mir-378,0.397191131,0.000959596,0.016353684,-0.590866817,0.001870642,0.051504375,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.1543307557870216,0.7375206885545217
GFER,hsa-mir-222,0.361300887,0.002877552,0.038138199,-0.556425674,0.003869732,0.077514504,targetprofiler-Yes,targetscan-NO,miRanda-NO,2.1850961128278974,10.829865778156416
ELOVL5,hsa-mir-589,0.483822926,3.86E-05,0.00113011,-0.547908921,0.00457804,0.085077776,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.046496913916008,1.5907800827445417
ANP32E,hsa-mir-323,0.464019695,8.70E-05,0.002257833,-0.568757736,0.003009783,0.067380204,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.40396867145076887,0.7790574031780324
DTNA,hsa-mir-145,-0.333361691,0.006234043,0.067154518,0.896581224,1.33E-09,3.58E-06,targetprofiler-NO,targetscan-Yes,miRanda-NO,5.529147329550658,0.24093897791939958
CDR2L,hsa-mir-1229,0.386655066,0.001341764,0.021266358,-0.543766524,0.004960284,0.088958546,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.5031951796064449,1.0300990896574513
CELSR2,hsa-mir-940,0.317321097,0.009427701,0.089936899,-0.539827454,0.005348374,0.092686635,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.1944328050382504,0.8244011191428098
TEX264,hsa-mir-765,-0.362988746,0.002740146,0.036779089,0.563678968,0.003341874,0.071363456,targetprofiler-NO,targetscan-NO,miRanda-Yes,2.067742521994092,1.3109124642216308
GRIP2,hsa-mir-653,0.411006728,0.000607899,0.011349055,-0.733017914,3.08E-05,0.003894605,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8848885518752918,2.949118687082989
PIGC,hsa-mir-197,0.332552605,0.006368754,0.068211473,-0.556299514,0.003879504,0.077574643,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.661900339055768,0.8427340131072207
UBTD1,hsa-mir-940,0.585484181,2.42E-07,1.23E-05,-0.55558513,0.003935231,0.078164933,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.30453619285621597,0.8244011191428098
TBC1D1,hsa-mir-497,-0.439583074,0.000221761,0.004962507,0.616418597,0.001033311,0.036600052,targetprofiler-Yes,targetscan-NO,miRanda-NO,4.2029496905400965,0.2788745175324411
TAF1D,hsa-mir-23a,0.595194423,1.36E-07,7.24E-06,-0.564556603,0.003282361,0.070694965,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.4728060267364298,0.7216925047573296
PHTF1,hsa-mir-182,-0.337309504,0.00561203,0.06230313,0.574426303,0.002672665,0.06313732,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.809961443289255,9.028667382790683
WDR52,hsa-mir-940,0.320370152,0.00872916,0.085232028,-0.561054015,0.003525367,0.073545731,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.25413030373011,0.8244011191428098
KCTD15,hsa-mir-940,0.448804111,0.000157081,0.003728111,-0.609807126,0.001210639,0.04009003,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.28568934366019977,0.8244011191428098
ILDR1,hsa-mir-1271,-0.362921645,0.002745495,0.036835168,0.661330887,0.000318741,0.017984667,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.7991055471073605,0.3975005453593742
UBN2,hsa-mir-326,-0.318408011,0.009173298,0.088245287,0.541365388,0.005193917,0.091240463,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.235450834777231,0.3932757190292905
SLC3A1,hsa-mir-181c,0.315259901,0.009927055,0.093153281,-0.648393961,0.000455928,0.022311766,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.22093041399667396,0.36139799706039194
N4BP3,hsa-mir-22,0.389270971,0.001235871,0.019952653,-0.758188178,1.13E-05,0.001978369,targetprofiler-Yes,targetscan-Yes,miRanda-NO,3.2814591993923723,2.0329303628496733
ARPC1B,hsa-mir-338,0.547784437,1.93E-06,8.07E-05,-0.570468327,0.002904444,0.066025285,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6978332653454159,0.5035705867496062
CSRNP3,hsa-mir-182,-0.38416592,0.001450041,0.022593233,0.634777015,0.000653149,0.027777422,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.1928802855503343,9.028667382790683
PDLIM2,hsa-mir-132,0.893710352,0,0,-0.588271267,0.00198151,0.053239709,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.21561598034942042,0.42532602610907083
ZFP36L1,hsa-mir-96,-0.452498815,0.00013643,0.003306847,0.569492827,0.002964124,0.06681814,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.5237913920786316,7.802999589180372
NKAIN1,hsa-mir-137,0.885796519,0,0,-0.532772304,0.006107403,0.099366826,targetprofiler-NO,targetscan-Yes,miRanda-NO,6.427191431435984,2.4035495578233568
RPA2,hsa-mir-1976,0.519019347,8.01E-06,0.000286661,-0.568231026,0.003042865,0.067789207,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.4530439554897947,1.3372446678324954
HAUS5,hsa-mir-708,0.372708282,0.002056797,0.029559111,-0.597673018,0.001604792,0.047173965,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.3081516509841438,0.5563497455768013
IKBKAP,hsa-mir-664,-0.332437552,0.006388117,0.068360148,0.537887378,0.005548716,0.094467462,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0832126483406743,1.3211091665647348
TRIM5,hsa-mir-183,-0.315482789,0.009871971,0.092807426,0.705306259,8.23E-05,0.007577465,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6161277454512682,6.453356374694586
DSG2,hsa-mir-182,0.315471833,0.009874672,0.092823062,-0.658045215,0.00034963,0.019042627,targetprofiler-NO,targetscan-Yes,miRanda-NO,4.663474256363375,9.028667382790683
METAP2,hsa-mir-424,0.439496891,0.000222466,0.004976174,-0.542881597,0.005045336,0.089817901,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5998516353139047,0.8452863242821164
ANKH,hsa-mir-340,0.371629615,0.002124249,0.030312492,-0.540071007,0.005323659,0.092461044,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7332135583867355,1.1767706157899684
GLOD5,hsa-mir-765,-0.401836173,0.000824851,0.01450551,0.766857631,7.77E-06,0.00153912,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.5177178433599318,1.3109124642216308
FAM57A,hsa-mir-96,-0.339433985,0.00530047,0.059808334,0.620363895,0.000938548,0.034627559,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.4982151213311746,7.802999589180372
RNF146,hsa-mir-181d,0.330814052,0.0066669,0.070484214,-0.547689596,0.004597636,0.085261432,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.8717633225670411,0.32684455728148476
WDR52,hsa-mir-95,0.316454291,0.009634967,0.09127208,-0.588230095,0.001983313,0.053273691,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.25413030373011,0.2430555725746575
ATAD2,hsa-mir-378c,0.443576472,0.000191227,0.004393488,-0.604854104,0.001360089,0.042869645,targetprofiler-Yes,targetscan-NO,miRanda-NO,2.316661650311501,0.5342158381327985
KIF13B,hsa-mir-1180,-0.414202775,0.000545441,0.010389866,0.646984523,0.000473591,0.022878548,targetprofiler-NO,targetscan-Yes,miRanda-NO,4.584247259245203,0.3973841754618738
TSPAN8,hsa-mir-30e,-0.312324171,0.010677924,0.097898896,0.598024004,0.00159201,0.0469468,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.005019620669263536,1.6810809545689835
ANP32E,hsa-mir-889,0.455585833,0.000121123,0.002990386,-0.540654032,0.005264886,0.09190849,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.40396867145076887,0.6826614751432003
ICA1L,hsa-mir-204,0.363900493,0.002668382,0.036032751,-0.628006793,0.000776125,0.030970776,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.3729834106273433,0.10297163414087614
POLR3E,hsa-mir-143,-0.31735107,0.009420604,0.089888822,0.622564843,0.000889017,0.033520429,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.2965299675701338,0.3770090626252707
CDKN1C,hsa-mir-210,0.441580244,0.000205972,0.004670051,-0.627196487,0.000792105,0.031345198,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.12225550119699906,1.0501226304623892
GLG1,hsa-mir-1180,-0.386878931,0.001332392,0.021153882,0.557602557,0.003779577,0.076522845,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.8114539448982927,0.3973841754618738
GART,hsa-mir-424,0.476656654,5.21E-05,0.001460408,-0.610923492,0.001178979,0.039480292,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.7144538680715945,0.8452863242821164
CPNE1,hsa-mir-132,0.472910566,6.08E-05,0.001666711,-0.549112188,0.004471784,0.084004372,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.2976906169421467,0.42532602610907083
CLUL1,hsa-mir-335,0.584501126,2.57E-07,1.30E-05,-0.562993362,0.003388999,0.071982192,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.26597960284699196,0.28764613941973094
NUDT3,hsa-mir-182,-0.35642761,0.003309375,0.042375773,0.701078063,9.47E-05,0.008289988,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8860100612390213,9.028667382790683
TRIT1,hsa-mir-186,0.642727171,5.95E-09,4.10E-07,-0.589658464,0.001921578,0.052271193,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.4362520049227302,0.8739150308976713
ITPRIPL2,hsa-mir-1468,0.313200046,0.010448906,0.096444483,-0.613999339,0.001095408,0.03785602,targetprofiler-NO,targetscan-Yes,miRanda-NO,3.571500777542909,2.119934591059806
HN1L,hsa-mir-940,0.430371245,0.000309956,0.006560052,-0.569047739,0.002991699,0.067166474,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.452637260378751,0.8244011191428098
VASH2,hsa-mir-935,0.495241721,2.36E-05,0.000740283,-0.570181602,0.002921879,0.066266925,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.30227621344454847,1.6534657441009801
SAMD12,hsa-mir-193a,-0.31911005,0.009012177,0.087161192,0.649644712,0.000440736,0.021870399,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.954710665068086,0.5861734096629486
IRX5,hsa-mir-323,0.607292165,6.43E-08,3.66E-06,-0.613973076,0.001096099,0.03785692,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.059682542025472705,0.7790574031780324
AMPH,hsa-mir-376c,0.997861994,0,0,-0.562815693,0.003401303,0.072100429,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.09317041875245533,0.6938365549423482
DLG3,hsa-mir-1271,-0.374483605,0.001949948,0.028359845,0.613621886,0.001105381,0.038071523,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.664834531358649,0.3975005453593742
