mRNA,microRNA,T_CC,T_P,T_FDR,N_CC,N_P,N_FDR,Targetprofiler,Targetscan,MiRanda,mRNA_FC,miRNA_FC
BNC2,hsa-mir-221,0.428836059,0.001355952,0.032823741,-0.821833562,0.001912077,0.068760272,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.18057800475066865,2.2774778051866083
HSPA2,hsa-mir-382,0.975545022,0,0,-0.905233981,0.00012658,0.025934886,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.36648467159748005,3.472132278915061
NUBPL,hsa-mir-590,0.396086236,0.003325821,0.064198318,-0.792890731,0.003600026,0.084767336,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0273902023726342,9.351804524180261
RGN,hsa-mir-382,0.484383961,0.000237679,0.008378423,-0.905609342,0.000124409,0.02574234,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.1444955222899393,3.472132278915061
NAV1,hsa-mir-221,0.570613008,8.16E-06,0.000509413,-0.842726225,0.001126151,0.057615079,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.8699827201783269,2.2774778051866083
TRAPPC6B,hsa-mir-377,0.373155677,0.005923102,0.097132221,-0.812103553,0.002392938,0.074114812,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.9723226282925841,5.243638471976617
SMAD3,hsa-mir-132,-0.454491582,0.00062921,0.018131368,0.841945574,0.001150158,0.058042375,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.4174907405534694,1.3431645292887737
ANK2,hsa-mir-106b,0.390969948,0.003796212,0.070678661,-0.772055752,0.005364718,0.096903307,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.14293190432613895,5.875647904035055
SOBP,hsa-mir-199b,0.499867451,0.000138447,0.005419036,-0.800651742,0.003068192,0.080415034,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.07904853881555911,2.536794547710018
PARK2,hsa-mir-382,0.564820368,1.05E-05,0.000633821,-0.909498179,0.000103546,0.023851139,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.4282382051811162,3.472132278915061
PRSS23,hsa-mir-221,0.428071753,0.001386072,0.033374881,-0.776505562,0.004943531,0.094289476,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.38611172858362147,2.2774778051866083
CAMTA1,hsa-mir-382,0.464909899,0.000452682,0.013997891,-0.9179887,6.73E-05,0.019775836,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.9580961916133195,3.472132278915061
TTLL7,hsa-mir-382,0.606454786,1.49E-06,0.000118242,-0.846827508,0.001006151,0.055506768,targetprofiler-Yes,targetscan-NO,miRanda-Yes,0.17790045180700262,3.472132278915061
CAPRIN2,hsa-mir-221,0.49552288,0.000161538,0.006136999,-0.814229162,0.002280957,0.07291894,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.2175335717305638,2.2774778051866083
ZNF407,hsa-mir-136,0.641106657,2.32E-07,2.32E-05,-0.842187321,0.001142683,0.057908979,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.7517688603262098,5.2411058422787535
MECP2,hsa-mir-410,0.448458403,0.00075781,0.020977626,-0.790924597,0.003744953,0.085884035,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6120849610013036,6.386923512724105
ZNF519,hsa-mir-410,0.584137953,4.39E-06,0.000300213,-0.800995284,0.003046087,0.080239591,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8324914867460022,6.386923512724105
TYW3,hsa-mir-186,0.455307148,0.000613429,0.017775656,-0.799335585,0.003153982,0.081153744,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.702848885933043,3.3215079912766017
PHF20,hsa-mir-939,0.372882957,0.005962468,0.097572748,-0.872473643,0.000458538,0.042177579,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8569041727312194,7.023388241964553
ARHGAP5,hsa-mir-410,0.523635766,5.73E-05,0.002633615,-0.798569451,0.003204733,0.081568261,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8163421972991364,6.386923512724105
APC,hsa-mir-136,0.457120829,0.000579606,0.017001161,-0.798617921,0.003201505,0.081547381,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.733665897369071,5.2411058422787535
ULK2,hsa-mir-299,0.409021586,0.002358313,0.049857031,-0.844234039,0.001080849,0.056835792,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7510004293065577,2.5728905770394817
TWSG1,hsa-mir-3653,0.393922939,0.003518033,0.066881862,-0.770469913,0.005521017,0.097814398,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9112400506949339,7.456095851404333
GBAS,hsa-mir-299,0.388333062,0.004060816,0.074236153,-0.790948739,0.003743147,0.085870051,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9714965217194657,2.5728905770394817
ZDHHC17,hsa-mir-495,0.408899513,0.002366126,0.049979716,-0.797803894,0.003256049,0.08198495,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.801559091729245,2.7682895862520196
SMG5,hsa-mir-939,0.429620902,0.001325634,0.032264526,-0.809888993,0.002513911,0.075375305,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.4745717909738083,7.023388241964553
NEDD4,hsa-mir-3653,0.57803358,5.83E-06,0.000382314,-0.839886581,0.001215323,0.059166876,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9293765552878301,7.456095851404333
DCLK1,hsa-mir-136,0.82530948,2.93E-14,9.70E-12,-0.77018948,0.005549001,0.098000181,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.20986340623657823,5.2411058422787535
FAM103A1,hsa-let-7i,-0.406100531,0.0025517,0.052862306,0.866759107,0.000553745,0.045019724,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.666710390272476,1.9438560741623103
RNGTT,hsa-mir-3653,0.405237225,0.002611487,0.053784603,-0.814831772,0.002249933,0.072578115,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1882079037989894,7.456095851404333
TRAPPC6B,hsa-mir-323,0.381111845,0.004870332,0.084562935,-0.797688136,0.003263861,0.082056379,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9723226282925841,45.96965599141725
HBS1L,hsa-mir-3653,0.374587989,0.005720062,0.094805266,-0.854478163,0.000808283,0.051481821,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9815330536204777,7.456095851404333
TIPRL,hsa-mir-3653,0.535840354,3.55E-05,0.001769575,-0.814467735,0.002268636,0.072785241,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.2577126816349435,7.456095851404333
ZNF445,hsa-mir-136,0.391670362,0.003728534,0.069763497,-0.778005031,0.004807256,0.093409815,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9958765776931774,5.2411058422787535
TRAPPC6B,hsa-mir-495,0.374659412,0.005710099,0.094695882,-0.824053084,0.001813358,0.067608169,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.9723226282925841,2.7682895862520196
ANO5,hsa-mir-136,0.691020699,1.02E-08,1.40E-06,-0.867406185,0.000542274,0.044693657,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.14527312735300002,5.2411058422787535
RNF180,hsa-mir-495,0.450702593,0.000707442,0.019875571,-0.820083161,0.001992719,0.069713585,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.16436190859782546,2.7682895862520196
DSEL,hsa-mir-1226,0.372538941,0.006012451,0.098146153,-0.838218447,0.001270118,0.060059606,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6374668493399356,7.9406265958662745
RUFY3,hsa-mir-495,0.886297774,0,0,-0.785732255,0.004148447,0.08890413,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8740835035221054,2.7682895862520196
ZNF519,hsa-mir-186,0.41262612,0.002137687,0.046305543,-0.786511139,0.004085962,0.088435931,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8324914867460022,3.3215079912766017
CAMTA1,hsa-mir-1266,0.388635201,0.004029696,0.073823154,-0.808402005,0.002597655,0.076196092,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.9580961916133195,4.503591078392005
ZNF333,hsa-mir-1180,0.407491692,0.002457911,0.051413173,-0.801415691,0.003019197,0.080025015,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.8820474281113644,7.615705031909828
ACCN2,hsa-mir-484,0.449046419,0.00074431,0.02068257,-0.854468663,0.000808509,0.051486954,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.7254101212172914,4.796354463983094
OSBPL8,hsa-mir-627,0.454551434,0.00062804,0.018105134,-0.798871901,0.003184626,0.081411169,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0707129131348048,8.69207230912375
WWOX,hsa-mir-495,0.484650199,0.000235531,0.008317954,-0.811486411,0.002426204,0.074460608,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.8087884196779458,2.7682895862520196
PALM2,hsa-mir-766,0.462075643,0.000495617,0.015029324,-0.806086143,0.002732191,0.077436495,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.3046407647208653,3.6520935354922974
PPP1R16A,hsa-mir-100,-0.449813893,0.000727015,0.020303534,0.78736184,0.004018515,0.087955163,targetprofiler-NO,targetscan-NO,miRanda-Yes,2.165596412807883,0.5843345079897106
ZSCAN23,hsa-mir-410,0.528986234,4.66E-05,0.002217816,-0.816506538,0.002165364,0.071628623,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0479782462998426,6.386923512724105
FAM110B,hsa-mir-484,0.529107665,4.64E-05,0.002208967,-0.841786487,0.001155097,0.058130505,targetprofiler-Yes,targetscan-NO,miRanda-Yes,0.3331071018670483,4.796354463983094
LAMB3,hsa-mir-484,-0.381910815,0.004774293,0.083357565,0.78032218,0.004602143,0.092068125,targetprofiler-Yes,targetscan-NO,miRanda-Yes,2.2459717704883384,4.796354463983094
TNPO2,hsa-mir-1180,0.500257685,0.000136528,0.005358234,-0.831851672,0.001496452,0.063445187,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0774750023152218,7.615705031909828
MDM1,hsa-mir-136,0.512524204,8.73E-05,0.003724822,-0.835113769,0.001377013,0.061710183,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.617160255954985,5.2411058422787535
FGFR3,hsa-mir-100,-0.381588762,0.004812803,0.083843682,0.769686464,0.005599458,0.098297311,targetprofiler-Yes,targetscan-NO,miRanda-Yes,1.7648747650256484,0.5843345079897106
STRN3,hsa-mir-136,0.490902202,0.000189909,0.00699617,-0.861923318,0.00064538,0.047576251,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.6827283476939857,5.2411058422787535
C10orf4,hsa-mir-136,0.654388531,1.07E-07,1.16E-05,-0.841186664,0.001173863,0.058453345,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.8824040820568322,5.2411058422787535
PIK3C2A,hsa-mir-495,0.521219038,6.29E-05,0.002841816,-0.767358862,0.005837339,0.099718162,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.747348053291398,2.7682895862520196
JUP,hsa-mir-627,-0.377557606,0.005318405,0.090043983,0.77237506,0.005333645,0.096704205,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.5129417010230786,8.69207230912375
DCLK1,hsa-mir-299,0.822902486,4.04E-14,1.31E-11,-0.767972793,0.005773888,0.099348038,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.20986340623657823,2.5728905770394817
ATG2B,hsa-mir-136,0.618713528,7.91E-07,6.82E-05,-0.881380861,0.000335488,0.03763692,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8542267757199279,5.2411058422787535
C17orf108,hsa-mir-495,0.558282725,1.40E-05,0.0008066,-0.769506439,0.005617597,0.098408965,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.7498352617179872,2.7682895862520196
RUNX1T1,hsa-mir-299,0.459331756,0.000540658,0.016096181,-0.855275076,0.000789506,0.051077437,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.18502024356576277,2.5728905770394817
TAOK1,hsa-mir-186,0.435863828,0.00110527,0.028080238,-0.817713743,0.002105893,0.070999087,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0513177935927294,3.3215079912766017
DNAJC25,hsa-mir-186,0.372300814,0.006047264,0.098544039,-0.781262828,0.004520749,0.091510459,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9914934667459682,3.3215079912766017
WDR60,hsa-mir-410,0.761138433,3.71E-11,7.92E-09,-0.82224443,0.001893507,0.068532922,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.8235154971249189,6.386923512724105
SPTB,hsa-mir-323,0.756390076,5.75E-11,1.19E-08,-0.774309768,0.005148199,0.095580859,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.4499556727602487,45.96965599141725
DCHS1,hsa-mir-484,0.462008745,0.000496674,0.015054781,-0.815533306,0.002214214,0.07217786,targetprofiler-Yes,targetscan-NO,miRanda-Yes,0.261662590788128,4.796354463983094
ASXL3,hsa-mir-1180,0.454622809,0.000626647,0.018073615,-0.794907904,0.003455698,0.083602354,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.4380406212059723,7.615705031909828
DDHD2,hsa-mir-495,0.508388036,0.000101685,0.004217915,-0.76731701,0.005841683,0.099745445,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,0.7771622664958859,2.7682895862520196
LPL,hsa-mir-136,0.582034063,4.85E-06,0.000326535,-0.819447646,0.002022617,0.070056036,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.44639698315017945,5.2411058422787535
QKI,hsa-mir-186,0.524886107,5.46E-05,0.00253102,-0.798731136,0.003193973,0.081484483,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.858906881786354,3.3215079912766017
DCLK2,hsa-mir-484,0.396773346,0.003266743,0.063373228,-0.791702926,0.003687074,0.08545024,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.3099281486214818,4.796354463983094
MLH3,hsa-mir-495,0.432315592,0.001226102,0.030392993,-0.769861545,0.005581858,0.098197042,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.09315058950179,2.7682895862520196
TEAD1,hsa-mir-410,0.465844326,0.000439282,0.0136704,-0.787931178,0.003973837,0.087620756,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.26347890298455273,6.386923512724105
MAP1B,hsa-mir-136,0.409946121,0.002299877,0.048920868,-0.817331555,0.002124587,0.071204132,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.09605395990130573,5.2411058422787535
AMOTL1,hsa-mir-495,0.816987999,8.64E-14,2.70E-11,-0.796034309,0.003376996,0.08297127,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.23032140570527324,2.7682895862520196
ZNF605,hsa-mir-1180,0.406152945,0.00254811,0.052807332,-0.771648069,0.005404584,0.09713389,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.420968731993066,7.615705031909828
FNDC5,hsa-mir-484,0.576341239,6.30E-06,0.000408473,-0.784766348,0.004226912,0.089475959,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.4551226154769385,4.796354463983094
VPS13B,hsa-mir-3653,0.393116107,0.003592193,0.067908886,-0.903445298,0.000137327,0.02676672,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8961258392114896,7.456095851404333
TTC37,hsa-mir-495,0.659623312,7.80E-08,8.78E-06,-0.813231414,0.002333022,0.073479868,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8363653084195903,2.7682895862520196
TMEM51,hsa-mir-132,-0.372219337,0.006059215,0.098678344,0.775711148,0.005016872,0.094738618,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,1.3380546871739019,1.3431645292887737
NEGR1,hsa-mir-136,0.535237751,3.64E-05,0.001805491,-0.877099518,0.000391006,0.039819116,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.06454284355842613,5.2411058422787535
NAA25,hsa-mir-331,0.707235834,3.22E-09,4.88E-07,-0.795268631,0.003430348,0.083396326,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.8294216040800844,6.73805910644318
TNPO2,hsa-mir-136,0.482004944,0.000257675,0.008941516,-0.872446044,0.000458966,0.042188093,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0774750023152218,5.2411058422787535
CAMTA1,hsa-mir-299,0.476552983,0.000309394,0.010349551,-0.842632885,0.001129001,0.05766666,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9580961916133195,2.5728905770394817
SGCB,hsa-mir-136,0.518046897,7.10E-05,0.003139555,-0.832103552,0.001486962,0.063307369,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.3004353957886736,5.2411058422787535
TMEM35,hsa-mir-299,0.455894525,0.000602285,0.017520837,-0.808746605,0.002578065,0.075992499,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.08152847178777772,2.5728905770394817
C9orf25,hsa-mir-15b,0.420972083,0.001695774,0.038883161,-0.80496512,0.002799145,0.078051142,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.0228500916356256,4.049221732564552
SNAPC3,hsa-mir-186,0.448871598,0.0007483,0.020767354,-0.768918726,0.005677117,0.098776492,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9853082131689961,3.3215079912766017
EGLN1,hsa-mir-410,0.534879449,3.69E-05,0.001826711,-0.805333034,0.002777038,0.077839443,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8653113479020674,6.386923512724105
TMEM170B,hsa-mir-299,0.402797996,0.002787178,0.056416436,-0.812144941,0.00239072,0.074089163,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6469110573144835,2.5728905770394817
HSPA2,hsa-mir-136,0.979784575,0,0,-0.819114835,0.002038407,0.07023292,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.36648467159748005,5.2411058422787535
MTR,hsa-mir-136,0.381098164,0.004871991,0.084583619,-0.85275078,0.000850137,0.052384294,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6930498588861085,5.2411058422787535
GLIS3,hsa-mir-186,0.465685977,0.000441527,0.013726209,-0.834920707,0.001383876,0.06180564,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9967001927101041,3.3215079912766017
MCPH1,hsa-mir-1254,0.488039685,0.000209691,0.007579052,-0.771607281,0.005408584,0.097161775,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0851149645611062,5.216067154808268
NEGR1,hsa-mir-410,0.538310106,3.22E-05,0.001628389,-0.814903778,0.002246247,0.072538278,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.06454284355842613,6.386923512724105
RRM2B,hsa-mir-3653,0.401851758,0.002858102,0.057471133,-0.798617769,0.003201515,0.081547381,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.5361615825745476,7.456095851404333
SNAPC3,hsa-mir-410,0.38557933,0.004354349,0.078060966,-0.800462578,0.003080414,0.080516537,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9853082131689961,6.386923512724105
GZF1,hsa-mir-1266,0.443525727,0.000880039,0.023565382,-0.852881562,0.000846913,0.052316247,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.9812372471361588,4.503591078392005
AHI1,hsa-mir-495,0.633246215,3.61E-07,3.43E-05,-0.770386073,0.005529373,0.097870894,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7862617099619407,2.7682895862520196
MLH3,hsa-mir-136,0.432992083,0.00120219,0.029942528,-0.843466818,0.001103725,0.057237585,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.09315058950179,5.2411058422787535
C10orf84,hsa-mir-495,0.524689655,5.50E-05,0.002547093,-0.827109994,0.001683693,0.065971732,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.9169003101781439,2.7682895862520196
LDOC1L,hsa-mir-299,0.659097325,8.05E-08,9.03E-06,-0.776579685,0.004936728,0.094240892,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6929513629559432,2.5728905770394817
RUNX1T1,hsa-mir-410,0.463124117,0.000479323,0.014640739,-0.777668844,0.004837565,0.093617359,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.18502024356576277,6.386923512724105
GNAZ,hsa-mir-299,0.447574668,0.000778515,0.021423102,-0.793682399,0.003542861,0.084310507,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.21643524366506783,2.5728905770394817
PPM1A,hsa-mir-495,0.604269973,1.66E-06,0.000130094,-0.786845114,0.004059384,0.08824381,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.884010715805275,2.7682895862520196
DCAF5,hsa-mir-410,0.56832411,9.03E-06,0.000555679,-0.7780572,0.004802565,0.093379042,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8991633316553026,6.386923512724105
ATN1,hsa-mir-15b,0.46021108,0.000525837,0.015746886,-0.786975079,0.004049076,0.088173345,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.8519537597953062,4.049221732564552
TRIM29,hsa-mir-484,-0.403412444,0.002741961,0.05574794,0.873648672,0.000440607,0.041580122,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.9576829395936097,4.796354463983094
STRN3,hsa-mir-410,0.48965184,0.000198331,0.00724477,-0.771912101,0.00537874,0.096989599,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6827283476939857,6.386923512724105
ESYT2,hsa-mir-136,0.794519469,1.24E-12,3.29E-10,-0.912344337,9.01E-05,0.02246975,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6915849362964472,5.2411058422787535
ZAK,hsa-let-7i,0.468099736,0.000408408,0.012903012,-0.838654072,0.001255633,0.059820313,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.12923704690612078,1.9438560741623103
TTC37,hsa-mir-410,0.65653674,9.40E-08,1.04E-05,-0.803241487,0.002904459,0.079019946,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8363653084195903,6.386923512724105
KIAA1586,hsa-mir-186,0.484402855,0.000237526,0.008374208,-0.771134152,0.005455148,0.097430328,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.3460480259898595,3.3215079912766017
TRAPPC6B,hsa-mir-412,0.381845761,0.00478205,0.083452566,-0.804837191,0.002806862,0.0781112,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9723226282925841,4.106322701296846
JMY,hsa-mir-299,0.446401734,0.000806781,0.022022879,-0.8172455,0.002128814,0.071241773,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5240403391429617,2.5728905770394817
CAND2,hsa-mir-495,0.476666633,0.000308226,0.010318748,-0.778610687,0.004753005,0.093062912,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.2791156103801876,2.7682895862520196
PRKAA2,hsa-mir-299,0.438583162,0.001020015,0.026403227,-0.821334272,0.001934827,0.0690355,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.13582030856946756,2.5728905770394817
DOK6,hsa-mir-136,0.950902927,0,0,-0.780479945,0.004588417,0.091969441,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.1324003049788116,5.2411058422787535
RALGPS1,hsa-mir-1266,0.375756374,0.005558971,0.092905744,-0.7729435,0.005278657,0.096381156,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.0730674444227275,4.503591078392005
LRPPRC,hsa-mir-331,0.502187294,0.000127392,0.005065347,-0.819311587,0.002029061,0.070124141,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.4071325848475773,6.73805910644318
MAPK4,hsa-mir-132,0.460164099,0.000526619,0.015765652,-0.770457398,0.005522264,0.097824615,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.07047603448409447,1.3431645292887737
LDOC1L,hsa-mir-136,0.667930486,4.66E-08,5.54E-06,-0.802637168,0.002942071,0.079375003,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.6929513629559432,5.2411058422787535
TDRD3,hsa-mir-136,0.518495475,6.98E-05,0.003095263,-0.85461233,0.000805098,0.051422457,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.8743019693498165,5.2411058422787535
PARVB,hsa-let-7i,0.428489913,0.00136952,0.033068908,-0.834343886,0.001404533,0.062122355,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.8658879632036781,1.9438560741623103
ULK2,hsa-mir-495,0.420315683,0.001727312,0.039429776,-0.767189928,0.005854888,0.099813828,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7510004293065577,2.7682895862520196
CAMK1,hsa-mir-484,0.460852159,0.000515264,0.015498022,-0.880640196,0.000344636,0.038007473,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.4801324203924445,4.796354463983094
NAV1,hsa-mir-627,0.495672067,0.00016069,0.006110703,-0.773006107,0.005272627,0.096342421,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.8699827201783269,8.69207230912375
LONRF2,hsa-mir-136,0.849690753,8.88E-16,3.49E-13,-0.851554429,0.000880067,0.053029497,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.1308746999016277,5.2411058422787535
UHRF1BP1L,hsa-mir-939,0.41537233,0.001982122,0.043751893,-0.911821714,9.24E-05,0.022720175,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7210923277797497,7.023388241964553
TNKS,hsa-mir-136,0.642584666,2.13E-07,2.15E-05,-0.831785748,0.001498943,0.063486925,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0827785343689096,5.2411058422787535
STXBP6,hsa-mir-495,0.515524421,7.80E-05,0.003395932,-0.783388957,0.004340695,0.090291536,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.22110415853012133,2.7682895862520196
ARHGEF10,hsa-mir-410,0.75170605,8.79E-11,1.76E-08,-0.792730541,0.003611676,0.084864378,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.5306319215162288,6.386923512724105
BCAP29,hsa-mir-627,0.384810087,0.00443961,0.079156948,-0.775288271,0.005056238,0.094999213,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9060963307688178,8.69207230912375
LPL,hsa-mir-410,0.578326863,5.75E-06,0.000377903,-0.793388674,0.003563991,0.084486737,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.44639698315017945,6.386923512724105
ACCN3,hsa-mir-484,0.443092748,0.000891571,0.023805463,-0.802384931,0.002957876,0.079527518,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.5307442225512604,4.796354463983094
MED13L,hsa-mir-1254,0.373034253,0.005940601,0.097330023,-0.858079455,0.000726033,0.049594702,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.6731310919854417,5.216067154808268
C11orf58,hsa-mir-136,0.51161962,9.03E-05,0.003828598,-0.861422212,0.000655491,0.047849437,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8987308980738969,5.2411058422787535
PCGF5,hsa-mir-495,0.910302829,0,0,-0.819442027,0.002022883,0.070059945,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.681529707141322,2.7682895862520196
FYTTD1,hsa-mir-136,0.560917444,1.25E-05,0.000732665,-0.840332723,0.001200973,0.058926438,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0166632557556403,5.2411058422787535
TAF1,hsa-mir-331,0.665507254,5.43E-08,6.35E-06,-0.812958212,0.002347432,0.073647708,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0560931088494823,6.73805910644318
ZDHHC17,hsa-mir-299,0.385973869,0.00431118,0.077500009,-0.793814958,0.003533355,0.084239225,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.801559091729245,2.5728905770394817
KDM3B,hsa-mir-136,0.441691564,0.000929829,0.024587216,-0.850391448,0.000909917,0.053657503,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9136383133193918,5.2411058422787535
TIPRL,hsa-mir-484,0.440002633,0.0009779,0.025561425,-0.913764553,8.39E-05,0.021775594,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.2577126816349435,4.796354463983094
