mRNA,microRNA,T_CC,T_P,T_FDR,N_CC,N_P,N_FDR,Targetprofiler,Targetscan,MiRanda,mRNA_FC,miRNA_FC
FAM189A2,hsa-mir-130b,0.105124217,0.021248707,0.085103982,-0.402307816,0.006784834,0.092300715,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.18092900294683545,3.2743008846469515
BCL2,hsa-mir-141,0.260682647,6.76E-09,3.33E-07,-0.422497361,0.004277094,0.069583542,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7765020402156789,1.711589034246851
SLC11A2,hsa-mir-25,0.130826214,0.004090029,0.024403483,-0.486121332,0.000821436,0.023992681,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5151335203890876,1.8292872712418002
ARL1,hsa-mir-660,0.149542569,0.001015248,0.008135357,-0.431289153,0.003467793,0.06114398,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6721232250685077,0.8484247858688665
TADA2B,hsa-mir-203,0.208834861,3.94E-06,8.27E-05,-0.565386247,6.36E-05,0.004088725,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6695181520120792,0.8036784341685153
WDR37,hsa-mir-380,-0.142700944,0.001722511,0.012394816,0.451940992,0.002072266,0.044043882,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.8638127682184011,0.687939842085599
PVR,hsa-mir-25,-0.151738544,0.000852728,0.007081778,0.50642753,0.000452271,0.016030175,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.7025746176408587,1.8292872712418002
FBXO2,hsa-mir-625,-0.150633284,0.000931255,0.007595467,0.406249275,0.00621381,0.087465071,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.4356702352105426,1.0899779542328898
DUS2L,hsa-mir-25,-0.12834333,0.004859782,0.027890371,0.529356069,0.00022013,0.009768956,targetprofiler-Yes,targetscan-NO,miRanda-Yes,1.328099347169711,1.8292872712418002
SURF4,hsa-mir-625,-0.113852839,0.012560023,0.057492482,0.572490481,4.90E-05,0.003385843,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.2700710310492986,1.0899779542328898
HTATIP2,hsa-mir-766,-0.206969846,4.82E-06,9.80E-05,0.422398225,0.004287088,0.069686635,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.7576064201445096,2.313785238632891
ADAM12,hsa-mir-150,-0.130055786,0.004316167,0.025435113,0.485372837,0.000839121,0.024334824,targetprofiler-NO,targetscan-Yes,miRanda-NO,11.503761611463178,1.1709859241553229
HTATIP2,hsa-mir-147b,-0.104917065,0.021506558,0.085865851,0.408102488,0.005960057,0.085300727,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.7576064201445096,2.358438045306628
PIK3R3,hsa-mir-3934,0.130273601,0.004251114,0.025135711,-0.452210168,0.00205797,0.043837597,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.9384992799689256,2.619507771936915
CDC6,hsa-mir-203,-0.155884211,0.000609571,0.005406764,0.717703037,4.18E-08,1.50E-05,targetprofiler-NO,targetscan-Yes,miRanda-NO,3.5963791203939715,0.8036784341685153
ABCC10,hsa-mir-22,0.209528892,3.66E-06,7.76E-05,-0.445960079,0.002413388,0.048569893,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.4092538082577089,0.9458165039109742
SLC25A15,hsa-mir-221,-0.110161814,0.015753215,0.068148896,0.464669288,0.001484554,0.035556403,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.1616950748263557,1.3899224559511223
DUSP18,hsa-mir-874,-0.106665758,0.019412807,0.07963227,0.42031733,0.004501639,0.071784354,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,0.9249679367599156,1.3144327766497048
ADAM23,hsa-mir-200c,0.210033865,3.46E-06,7.40E-05,-0.514362617,0.000354542,0.013592701,targetprofiler-NO,targetscan-NO,miRanda-Yes,3.7931838024224005,1.534260772762252
CROT,hsa-mir-183,-0.107611075,0.018356665,0.076417619,0.457730841,0.001783366,0.039964013,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6326585377213222,3.3582592596064034
MICALL1,hsa-mir-150,-0.147141085,0.001225378,0.009454392,0.542676369,0.000141417,0.0071763,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.3577213610811734,1.1709859241553229
TFEC,hsa-mir-934,-0.125591233,0.005863694,0.032225216,0.527461783,0.00023408,0.010186201,targetprofiler-Yes,targetscan-Yes,miRanda-NO,2.3357823812393925,1.0475796563207396
AMT,hsa-let-7e,-0.112674974,0.013510638,0.060700737,0.447847449,0.002300754,0.047101577,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.5874814635421218,1.1430579028778962
BBS12,hsa-mir-200c,-0.170016467,0.000182241,0.002030873,0.549218581,0.000113013,0.006135819,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.0932179219153784,1.534260772762252
MFAP2,hsa-mir-150,-0.185684408,4.25E-05,0.000610449,0.516586752,0.000330801,0.012944407,targetprofiler-NO,targetscan-NO,miRanda-Yes,7.253266502380375,1.1709859241553229
HS2ST1,hsa-mir-3651,0.117253613,0.010138393,0.048893756,-0.396636979,0.00768588,0.099553865,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1590936932662967,3.9165948574704137
NDUFS4,hsa-mir-32,0.153977982,0.000712046,0.006128362,-0.396728049,0.007670632,0.099430164,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.7525198279323844,0.9104675090631529
RABEP1,hsa-mir-183,0.112851734,0.013364057,0.060217882,-0.616878341,8.22E-06,0.000910789,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9102857875001907,3.3582592596064034
PRDX3,hsa-mir-21,0.103097083,0.023891115,0.092749413,-0.441963365,0.002668079,0.051764995,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7144273726703957,2.6688293008642727
CYB5RL,hsa-mir-150,0.234305484,2.08E-07,6.58E-06,-0.401139837,0.006962542,0.093796744,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8768675896802683,1.1709859241553229
ADCYAP1R1,hsa-mir-766,0.108142076,0.017785686,0.074626348,-0.420770113,0.004454173,0.071281891,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.3864058134074138,2.313785238632891
YPEL1,hsa-mir-27b,0.131850422,0.003806004,0.023080501,-0.530682024,0.000210817,0.009483093,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.8427543202818858,0.6387395768402246
PLSCR3,hsa-mir-93,-0.15984947,0.00043872,0.00414961,0.526367673,0.000242497,0.010442185,targetprofiler-Yes,targetscan-NO,miRanda-Yes,1.4419573980639062,2.8644525845689044
CEP57,hsa-mir-18a,0.167820298,0.000221278,0.002380563,-0.567054206,5.99E-05,0.003916808,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.0514076448454526,3.312949488558971
SLC25A42,hsa-mir-96,0.182389793,5.84E-05,0.000794121,-0.407485628,0.006043503,0.086026507,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5619398304049127,3.1608819654514546
ZNF620,hsa-mir-17,0.262961845,4.93E-09,2.53E-07,-0.605029424,1.36E-05,0.001316581,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,0.9723753067171854,1.656091280496897
BUB3,hsa-mir-452,-0.154937082,0.000658643,0.005753933,0.57596449,4.30E-05,0.003074998,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.5376573976896848,1.4807770385222563
SYT6,hsa-mir-130b,0.368390319,0,0,-0.48189379,0.000925869,0.025973733,targetprofiler-Yes,targetscan-NO,miRanda-Yes,1.0216472116946587,3.2743008846469515
C7orf43,hsa-mir-17,-0.105200275,0.02115471,0.084824339,0.55404435,9.55E-05,0.00543265,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,1.3000275400925723,1.656091280496897
SEPHS1,hsa-mir-17,0.271593531,1.46E-09,8.61E-08,-0.416781313,0.004887757,0.075496337,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.0930590211747513,1.656091280496897
GK5,hsa-mir-195,-0.102748221,0.024373422,0.094107842,0.584272091,3.13E-05,0.002447662,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.7219877717676856,0.3134121135225393
C2orf71,hsa-mir-183,0.155577741,0.000625065,0.005518797,-0.444499669,0.002503852,0.0497081,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.2389397058705597,3.3582592596064034
CDC23,hsa-mir-378,0.177864503,8.93E-05,0.001130126,-0.401651964,0.006884132,0.093185598,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.2134597323800658,0.3047417390058125
TNFAIP8L3,hsa-mir-15a,-0.105573414,0.020698777,0.083483679,0.494672057,0.000641782,0.020359524,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.4273977687620819,1.5958771359842026
RPA1,hsa-mir-1301,0.125893542,0.005744966,0.031721404,-0.59058414,2.44E-05,0.002045405,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.2322282539115932,3.876400506545548
EGLN1,hsa-mir-141,0.146630681,0.001274908,0.009758568,-0.517907691,0.000317388,0.012560858,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6022379804431318,1.711589034246851
OPN3,hsa-mir-432,0.136805435,0.002668285,0.017495725,-0.457902233,0.001775387,0.039868357,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.7968503613569684,0.5078276819463698
LIN52,hsa-mir-185,0.142327019,0.001771863,0.01267582,-0.441871504,0.002674201,0.051842296,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.5257402351964084,1.5947311250739304
HP1BP3,hsa-mir-25,0.219093769,1.26E-06,3.11E-05,-0.520742412,0.000290246,0.011813314,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0413333244474396,1.8292872712418002
ARSD,hsa-mir-653,0.154907208,0.000660248,0.005764488,-0.411394739,0.005531399,0.081462004,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6545138309193089,0.5522586095633961
ZADH2,hsa-mir-493,-0.102341578,0.024946207,0.09572071,0.521669353,0.000281836,0.011569563,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6473162877170057,0.6304894854921441
CEACAM19,hsa-mir-942,-0.144037658,0.001556213,0.01143987,0.401028843,0.006979638,0.093941424,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.002154243973736,1.742381263439739
ACP1,hsa-mir-944,0.165385483,0.00027364,0.002828186,-0.480773263,0.000955466,0.026539453,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.2088555031128307,2.87176017818961
LOC283174,hsa-mir-141,0.23499147,1.91E-07,6.12E-06,-0.548574237,0.00011556,0.006238087,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.9011727124943991,1.711589034246851
SNRPD3,hsa-mir-150,-0.105997309,0.020191208,0.081971786,0.428773819,0.003684339,0.06347712,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.37441498605785,1.1709859241553229
WDR17,hsa-mir-17,0.113003034,0.013239705,0.059800015,-0.489458267,0.000746577,0.022555968,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.41507074018654794,1.656091280496897
CPT1B,hsa-mir-598,0.154559776,0.000679192,0.00589717,-0.41348365,0.005273542,0.079087756,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.2852032669560639,0.885418895228065
MKI67IP,hsa-mir-150,-0.197971505,1.25E-05,0.000218906,0.434003029,0.003246748,0.05863512,targetprofiler-Yes,targetscan-NO,miRanda-Yes,1.3846990943156814,1.1709859241553229
MFN2,hsa-mir-1296,-0.199140037,1.10E-05,0.000197719,0.524145788,0.000260436,0.010963449,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9124609297753439,1.3408735674562775
TAF5,hsa-mir-203,-0.201925077,8.26E-06,0.000154738,0.656004075,1.34E-06,0.000228837,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.476476383473248,0.8036784341685153
MTMR10,hsa-mir-1287,0.162312232,0.000356282,0.003505234,-0.425061449,0.004025566,0.067001037,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5126957740562567,0.8472118895151193
DUSP28,hsa-mir-141,0.190625256,2.62E-05,0.000407986,-0.479358655,0.000994033,0.027264635,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5682701299877432,1.711589034246851
NOS1,hsa-mir-200c,0.149357476,0.001030177,0.00823009,-0.470800731,0.001258406,0.031847895,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.20722554669344828,1.534260772762252
AGAP8,hsa-mir-584,-0.137078273,0.002615735,0.01722401,0.414866134,0.005108697,0.077588252,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.586611279655319,2.0276194330060755
CENPL,hsa-mir-106a,0.121620936,0.007640845,0.039433545,-0.420173302,0.00451683,0.071934458,targetprofiler-Yes,targetscan-NO,miRanda-Yes,2.209051723678949,2.532033245875672
FURIN,hsa-mir-148a,-0.238557427,1.23E-07,4.19E-06,0.800602885,6.87E-11,7.38E-08,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.1553328406518664,0.6299883916170989
SUSD5,hsa-mir-659,0.10742361,0.01856203,0.077060996,-0.410698696,0.00561972,0.082262073,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8169520601962642,1.279694776622551
ARHGAP11A,hsa-mir-203,-0.184844042,4.61E-05,0.000653103,0.593900547,2.14E-05,0.001854343,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.3119563092726167,0.8036784341685153
RFC5,hsa-mir-937,-0.113331594,0.012973168,0.058907411,0.548104923,0.000117448,0.006307638,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.9679840092783207,5.453395739176585
TMEM87B,hsa-mir-488,-0.102036997,0.025382808,0.096949666,0.427904246,0.003761908,0.064335507,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1920584987433782,0.19474590302736888
PTPRK,hsa-mir-146a,-0.119181992,0.00895784,0.044516083,0.510829553,0.000395424,0.014628176,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.8399194903468394,0.9923142215230034
GALNT4,hsa-mir-942,0.108414747,0.017498562,0.07373326,-0.410280475,0.005673376,0.08272813,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.622817020678244,1.742381263439739
ACER3,hsa-mir-154,0.134375504,0.003180505,0.020079461,-0.411709396,0.00549187,0.081133542,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.0375644295356379,0.5930825775953641
CCNG1,hsa-mir-934,-0.103381632,0.023503854,0.091664391,0.528962442,0.000222965,0.009853694,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.48515564858689414,1.0475796563207396
NKPD1,hsa-mir-150,-0.126283978,0.005594826,0.031074755,0.435269083,0.003147928,0.057519795,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.2400440107849138,1.1709859241553229
ANKIB1,hsa-mir-25,0.126380453,0.005558276,0.03092032,-0.712666011,5.74E-08,1.94E-05,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.2121479130611112,1.8292872712418002
DYRK1A,hsa-mir-655,-0.19481592,1.72E-05,0.000286969,0.434804373,0.003183889,0.05791383,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.8468101802422405,0.42308692562543376
VANGL1,hsa-mir-379,0.129401063,0.004517159,0.026349795,-0.407125774,0.00609265,0.086441458,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.2042587742170454,0.32087019108337556
CDC42BPA,hsa-mir-642a,-0.144056917,0.001553929,0.011426915,0.413573462,0.005262694,0.078996267,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0493225357039133,1.9001478782059869
ENPEP,hsa-let-7b,0.194792218,1.73E-05,0.00028755,-0.435208384,0.003152605,0.057571788,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.425236822844204,0.8839131309750266
NSL1,hsa-mir-93,0.272556772,1.27E-09,7.63E-08,-0.414597126,0.005140417,0.07785192,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1613046981217525,2.8644525845689044
FAM120A,hsa-mir-488,-0.120400335,0.008276614,0.041904987,0.426960605,0.003847699,0.06516927,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1715350642410274,0.19474590302736888
CNBP,hsa-mir-141,0.120802448,0.00806214,0.041068254,-0.56832683,5.71E-05,0.003784878,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.101234063124764,1.711589034246851
CYP2U1,hsa-mir-766,0.16100556,0.00039803,0.003835722,-0.459801347,0.001689067,0.038594647,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5258278070808171,2.313785238632891
FBXW8,hsa-mir-25,0.180217276,7.17E-05,0.00094248,-0.57735552,4.08E-05,0.002957032,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0019000484268747,1.8292872712418002
ATP6V0A2,hsa-mir-25,0.166250838,0.00025383,0.00265954,-0.440144095,0.002791647,0.053319401,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.012214407469055,1.8292872712418002
MTERFD2,hsa-mir-659,0.230194355,3.42E-07,1.01E-05,-0.407635752,0.006023102,0.085869414,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7037712525036396,1.279694776622551
BCL2,hsa-mir-889,-0.117342621,0.010081002,0.048683402,0.482205864,0.000917773,0.025819451,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7765020402156789,0.5544544066600091
NIN,hsa-mir-432,0.134593256,0.003131203,0.019839786,-0.403356968,0.006628568,0.090966764,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.4043488788363203,0.5078276819463698
C10orf67,hsa-mir-1301,-0.110429974,0.015499295,0.067306046,0.445992821,0.002411394,0.048555077,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.0681043146412077,3.876400506545548
PTGER2,hsa-mir-200c,-0.142141544,0.00179682,0.012820939,0.457067587,0.001814544,0.04041238,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.8023005006961541,1.534260772762252
ATXN1,hsa-mir-30b,-0.257983177,9.77E-09,4.60E-07,0.484762023,0.000853805,0.024606199,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.0126519822427416,0.7615979841493458
CEP57,hsa-mir-20a,0.19339195,1.99E-05,0.000323708,-0.433843076,0.003259424,0.058790151,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.0514076448454526,2.0433906217496
CBFA2T2,hsa-mir-93,0.187246281,3.66E-05,0.000538119,-0.443795035,0.002548559,0.050267119,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.2564322097503204,2.8644525845689044
GRINL1A,hsa-mir-3942,0.110423119,0.015505741,0.067326089,-0.436493515,0.00305488,0.056436762,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.9639662736199883,1.0682443928218586
DNAJC21,hsa-mir-200c,0.153653768,0.000730986,0.006259557,-0.401075563,0.006972438,0.093877901,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0137055824141146,1.534260772762252
NAV1,hsa-mir-147b,-0.152759669,0.000785665,0.006632808,0.45030727,0.002160931,0.04528075,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.1502556741237977,2.358438045306628
GRINL1A,hsa-mir-1276,0.204151147,6.52E-06,0.000126838,-0.422025271,0.004324871,0.070071337,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.9639662736199883,2.485904549233007
LOC283174,hsa-mir-200c,0.227135605,4.93E-07,1.39E-05,-0.547597043,0.000119523,0.006389953,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.9011727124943991,1.534260772762252
RAPGEF3,hsa-mir-93,-0.112652979,0.013528977,0.060759075,0.420213261,0.004512611,0.071897182,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8058688063451508,2.8644525845689044
CCR2,hsa-mir-2355,-0.221475857,9.55E-07,2.46E-05,0.432016699,0.003407277,0.060437264,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.797937929585578,3.0944151394195316
AKAP7,hsa-mir-766,0.228322974,4.28E-07,1.23E-05,-0.508692446,0.000422165,0.01531606,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6405649066106143,2.313785238632891
HIST1H4H,hsa-mir-15a,-0.152398688,0.000808794,0.006787925,0.406211048,0.006219141,0.087501771,targetprofiler-NO,targetscan-NO,miRanda-Yes,2.4347396914601607,1.5958771359842026
WSB2,hsa-mir-584,-0.140267136,0.002067736,0.014322264,0.41707992,0.00485407,0.075201806,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7472890483235619,2.0276194330060755
IDH3A,hsa-mir-889,-0.139962982,0.002115064,0.014582908,0.442112509,0.002658165,0.051648216,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.6525478045898542,0.5544544066600091
SIM2,hsa-mir-340,0.121501709,0.007700964,0.039663422,-0.419054934,0.004636316,0.07311332,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.46350563617568713,0.8338266127112155
C1orf198,hsa-mir-3150b,0.115511743,0.011321406,0.053159367,-0.418261127,0.00472279,0.073930333,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.9070612630420587,1.9391640076434478
EIF2AK1,hsa-mir-214,0.176401334,0.00010225,0.001263721,-0.42601389,0.003935485,0.066089366,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.2663937392099023,1.3093152822912448
MIA3,hsa-mir-25,0.156960975,0.000557913,0.005036082,-0.559150339,7.97E-05,0.004803785,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.9223947443301894,1.8292872712418002
SAE1,hsa-mir-203,-0.194229306,1.83E-05,0.000301642,0.486814925,0.000805346,0.023676773,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.5634318166438803,0.8036784341685153
CDK19,hsa-mir-148a,0.144438816,0.001509261,0.01116238,-0.407448308,0.006048584,0.086071405,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.8461631836210745,0.6299883916170989
CMAH,hsa-mir-23b,0.141267469,0.001918828,0.013501811,-0.41834499,0.004713589,0.07382987,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.3874538238059535,0.7730188912013324
C16orf54,hsa-mir-34b,-0.116280907,0.010784731,0.051244864,0.637263514,3.30E-06,0.000456662,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.504485399424159,0.33936725057624345
MPP2,hsa-mir-874,0.106351899,0.019774976,0.080728352,-0.42719932,0.003825836,0.064974913,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.3319377581892538,1.3144327766497048
ALG9,hsa-mir-22,0.120862481,0.008030549,0.040943197,-0.471548168,0.00123305,0.03144178,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7749500941527298,0.9458165039109742
CELSR2,hsa-mir-17,-0.234268798,2.08E-07,6.60E-06,0.460513719,0.00165766,0.038120852,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.1790519110860096,1.656091280496897
INTS4,hsa-mir-483,0.145176193,0.001426334,0.010673929,-0.405917536,0.006260209,0.087853031,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1831220110982814,2.120186844659511
PDZD2,hsa-mir-944,-0.101629504,0.025977225,0.098616068,0.463362265,0.001537184,0.03636324,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.5202870353467333,2.87176017818961
C1orf204,hsa-mir-299,-0.105691367,0.020556439,0.083059469,0.603377322,1.46E-05,0.001390001,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7392909204763269,0.2002581693712025
FAM127B,hsa-mir-1293,-0.117693505,0.009857559,0.047869718,0.420475746,0.004484982,0.071611932,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.241610199884209,7.472040103204789
DNAJC21,hsa-mir-182,0.161448674,0.000383387,0.003720532,-0.485018022,0.000847623,0.024486242,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0137055824141146,2.623309012648329
SLC25A30,hsa-mir-378,-0.120019576,0.008484374,0.042705349,0.699581224,1.27E-07,3.65E-05,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8078707524463449,0.3047417390058125
PTPN9,hsa-mir-22,0.178777727,8.20E-05,0.00105394,-0.401407881,0.006921407,0.093459148,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.3134229553966703,0.9458165039109742
EPN1,hsa-mir-150,-0.131093649,0.004014073,0.02405066,0.396912032,0.007639905,0.099190929,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0902012844262758,1.1709859241553229
HTATSF1,hsa-mir-141,0.187807367,3.46E-05,0.00051408,-0.554207563,9.50E-05,0.005408821,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.991613276093512,1.711589034246851
BUB3,hsa-mir-203,-0.157740386,0.000523089,0.004782987,0.669697196,6.65E-07,0.000133055,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.5376573976896848,0.8036784341685153
RBM19,hsa-mir-766,-0.115479604,0.011344337,0.053238482,0.420483661,0.004484151,0.071605037,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.5725628465989485,2.313785238632891
SPPL3,hsa-mir-17,-0.12055854,0.008191632,0.041573318,0.549475875,0.00011201,0.006094626,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.07719015883568,1.656091280496897
APLNR,hsa-mir-2355,-0.19256494,2.16E-05,0.000347097,0.609050665,1.15E-05,0.001167706,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8634609605939461,3.0944151394195316
RNF144B,hsa-mir-382,-0.190701498,2.60E-05,0.000405485,0.428912956,0.003672058,0.063344147,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7862566105575673,0.7283967193541555
PDIA3,hsa-mir-22,0.107294639,0.018704476,0.077488731,-0.571255825,5.13E-05,0.003497127,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.5796473927261074,0.9458165039109742
PRODH,hsa-mir-193b,-0.118619442,0.009288901,0.045763071,0.411799309,0.005480619,0.081040683,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.5077378991667736,3.625430163259503
C17orf56,hsa-let-7i,-0.162572321,0.000348476,0.003442368,0.440063927,0.002797206,0.053388003,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.5374219253185568,1.2066772797649545
HDLBP,hsa-mir-452,0.123720955,0.006648504,0.035472521,-0.505266119,0.000468446,0.016430832,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.8251966873266612,1.4807770385222563
TCEA3,hsa-mir-205,0.153481131,0.000741261,0.006330617,-0.408613296,0.005891716,0.084698216,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.30640123386690626,2.353456768102772
C20orf72,hsa-mir-30d,0.134336019,0.00318952,0.020125561,-0.42492851,0.004038281,0.06712307,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.9345428051583804,0.8102884862034182
TANC2,hsa-mir-141,-0.292816406,6.05E-11,5.08E-09,0.427487568,0.003799582,0.064710435,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.6272289071332955,1.711589034246851
OPN3,hsa-mir-495,0.108335241,0.017581861,0.073994712,-0.429851594,0.003590144,0.062447718,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.7968503613569684,0.3413080837429528
C1orf198,hsa-mir-146a,-0.145682609,0.00137183,0.010344535,0.450006533,0.002177613,0.045471233,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.9070612630420587,0.9923142215230034
CD300LF,hsa-mir-549,-0.133706867,0.003336336,0.020846648,0.465556324,0.001449752,0.035001391,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.6290300037198664,1.6581703598225919
CASP8AP2,hsa-mir-25,0.163019498,0.000335426,0.003336532,-0.621903883,6.60E-06,0.00077395,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.1852378477291623,1.8292872712418002
RNF144B,hsa-mir-889,-0.191532908,2.39E-05,0.000378272,0.409917364,0.005720322,0.083139676,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7862566105575673,0.5544544066600091
