mRNA,microRNA,T_CC,T_P,T_FDR,N_CC,N_P,N_FDR,Targetprofiler,Targetscan,MiRanda,mRNA_FC,miRNA_FC
SF3B3,hsa-mir-370,0.108201346,0.017722928,0.074432329,-0.498245314,0.000577782,0.018971521,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0707019153069761,0.674425163263217
MAP3K11,hsa-mir-484,-0.144270271,0.001528827,0.011280497,0.457704131,0.001784613,0.039978221,targetprofiler-Yes,targetscan-NO,miRanda-Yes,1.3162449545322306,1.8978139566066579
CDS2,hsa-mir-15b,0.154176146,0.000700694,0.006048504,-0.405053381,0.006382489,0.088879875,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.353084589723905,2.0178701517077338
ZC4H2,hsa-mir-363,-0.101815006,0.025705159,0.097847101,0.39898712,0.007300649,0.096489427,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.6373424375567418,1.5673658659167138
SLC38A1,hsa-mir-136,-0.133808139,0.003312296,0.020727857,0.547118527,0.000121508,0.006456639,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.213105091768301,0.3747157264876238
CYB5R1,hsa-mir-378,-0.132628099,0.003602412,0.022124942,0.560841981,7.50E-05,0.004607902,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.0034554544385497,0.3047417390058125
GPR44,hsa-mir-22,-0.109981063,0.015926417,0.068707726,0.511795865,0.000383841,0.014345354,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.42736377096160083,0.9458165039109742
TMEM181,hsa-mir-944,0.135396466,0.00295529,0.018950862,-0.530661705,0.000210957,0.009485871,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.967600117849296,2.87176017818961
TTC19,hsa-mir-10b,0.110927478,0.015037709,0.065808955,-0.450220535,0.002165731,0.045323005,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.733129788536741,0.6278769879949845
NOS1,hsa-mir-944,0.152144317,0.000825469,0.006900079,-0.422030828,0.004324306,0.070063519,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.20722554669344828,2.87176017818961
TRIM32,hsa-mir-30b,-0.129388703,0.004521034,0.026366874,0.503722651,0.000490745,0.016964971,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.1461411236892203,0.7615979841493458
GLTPD1,hsa-mir-625,-0.189188658,3.02E-05,0.000459227,0.457447479,0.001796628,0.040153068,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.7604663287969176,1.0899779542328898
TMED10,hsa-mir-148a,-0.140505359,0.002031346,0.014125625,0.817675062,1.25E-11,1.70E-08,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.0376177581269876,0.6299883916170989
CAPRIN2,hsa-mir-222,0.160815634,0.000404464,0.00388589,-0.431501157,0.003450063,0.060941484,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.7523290398103695,1.676147675677954
RRAGD,hsa-mir-1295,0.137197041,0.002593155,0.017106454,-0.432482035,0.003369058,0.060024061,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.19331284483846245,1.0294135440024446
SMAD2,hsa-mir-93,0.145954025,0.001343413,0.010172306,-0.548858466,0.00011443,0.006194147,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0841816578542367,2.8644525845689044
CNNM3,hsa-mir-543,-0.104859293,0.021578953,0.086078993,0.446346452,0.002389943,0.048266235,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9034862311853776,0.7056215818168637
UBL4A,hsa-mir-183,0.120310966,0.008324966,0.042091975,-0.525847562,0.000246593,0.01057031,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.1703115901147685,3.3582592596064034
ENDOD1,hsa-mir-580,-0.140141222,0.00208721,0.014427704,0.407215491,0.006080365,0.086336925,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7980756128644911,0.9723829095614264
NARG2,hsa-mir-93,0.165640153,0.000267665,0.002776766,-0.565147196,6.42E-05,0.00411485,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9785383158163449,2.8644525845689044
BSN,hsa-mir-33a,0.114672554,0.01193378,0.055314827,-0.442550675,0.002629229,0.051278483,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.062312025222879,1.8131780079910922
RCOR3,hsa-mir-141,0.271947801,1.39E-09,8.24E-08,-0.511410523,0.000388423,0.014462467,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7629235865435094,1.711589034246851
PFKFB2,hsa-mir-136,-0.104345947,0.022231567,0.087969521,0.402664931,0.006731289,0.091831321,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.940026873869675,0.3747157264876238
MASP1,hsa-mir-376c,-0.119027159,0.009047895,0.044851192,0.587755449,2.73E-05,0.002222378,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.092358249863336,0.29217702833068215
FRMD1,hsa-mir-183,0.199195447,1.10E-05,0.000196762,-0.476193359,0.001085403,0.02890166,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.7268779216547254,3.3582592596064034
WDR37,hsa-mir-543,-0.173265316,0.000136157,0.001597318,0.552641666,0.000100315,0.005631588,targetprofiler-Yes,targetscan-NO,miRanda-Yes,0.8638127682184011,0.7056215818168637
SYVN1,hsa-mir-200b,-0.164379793,0.000298475,0.003034624,0.431080052,0.00348536,0.061314878,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.0984642614241422,0.9250325357466713
MET,hsa-mir-944,0.137780507,0.002484789,0.016544028,-0.466551508,0.001411572,0.034385724,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.137251991736163,2.87176017818961
MCOLN2,hsa-mir-549,-0.161823297,0.000371401,0.00362511,0.409714987,0.005746633,0.083379147,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.6613488251650486,1.6581703598225919
TAPT1,hsa-mir-659,0.142085315,0.00180445,0.012865093,-0.421891233,0.004338521,0.070201373,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6302502513656963,1.279694776622551
SAE1,hsa-mir-30d,0.151313043,0.000882205,0.007275374,-0.540437944,0.000152532,0.0075675,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.5634318166438803,0.8102884862034182
TRDMT1,hsa-mir-505,0.103505878,0.02333647,0.091189967,-0.431420554,0.003456794,0.061007072,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8830616482210071,2.0120760546152163
FBXW2,hsa-mir-452,-0.139293369,0.002222768,0.015164382,0.416021438,0.004974401,0.076359853,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.2627489355031607,1.4807770385222563
PIPOX,hsa-mir-130a,0.103089478,0.02390154,0.092776091,-0.403691082,0.006579462,0.090532528,targetprofiler-Yes,targetscan-NO,miRanda-NO,5.141164633957476,1.828535903295581
ITPKB,hsa-mir-3934,0.10454725,0.021973641,0.087218542,-0.415157984,0.005074477,0.077276549,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.1490142675378177,2.619507771936915
TAPT1,hsa-mir-541,-0.103715346,0.023056611,0.090392626,0.478600714,0.001015264,0.02764673,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6302502513656963,0.7564380106124482
PVRL3,hsa-mir-651,0.108716801,0.017185233,0.072746453,-0.47570847,0.001100042,0.02915545,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.1660247781863249,1.5793257741094657
PCDH7,hsa-mir-3662,-0.117379996,0.01005699,0.048598574,0.39720207,0.007591684,0.098803633,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.163593032463846,4.929549310185258
FBXL2,hsa-mir-200a,-0.158614592,0.000486438,0.004512267,0.600527999,1.64E-05,0.001514345,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.3001542299615196,1.5102730352246185
ECHDC1,hsa-mir-506,-0.10590688,0.020298569,0.082287721,0.48957425,0.000744089,0.022497603,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.8404795379379983,4.044750123803283
MYEF2,hsa-mir-196b,0.400266685,0,0,-0.406819321,0.006134776,0.086808936,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.7435291915689899,15.410180408675853
CYP27C1,hsa-mir-766,-0.127843292,0.005029773,0.028637102,0.627595709,5.13E-06,0.000639534,targetprofiler-NO,targetscan-Yes,miRanda-NO,4.241064398140397,2.313785238632891
MYO1D,hsa-mir-410,0.105104388,0.021273273,0.085169119,-0.397639301,0.007519486,0.098258728,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.9181700273405442,0.2946951292438931
RNF40,hsa-mir-483,0.181622988,6.28E-05,0.000843609,-0.485931445,0.000825891,0.024084674,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.190362673081413,2.120186844659511
GRAP,hsa-mir-18a,-0.11775683,0.009817705,0.04771442,0.457308635,0.001803158,0.040261584,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.944653425680205,3.312949488558971
SP100,hsa-mir-584,0.1861738,4.06E-05,0.000586917,-0.437641396,0.002969853,0.055452498,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.7728744502125056,2.0276194330060755
DNM1L,hsa-mir-200c,0.320161081,6.67E-13,8.66E-11,-0.478126441,0.001028753,0.027895053,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.2091524162268754,1.534260772762252
SLC22A23,hsa-mir-204,-0.106053594,0.020124633,0.081779765,0.421627819,0.004365456,0.070465401,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.2011901858215195,0.5303340912680352
UNC119,hsa-mir-3127,0.138081566,0.002430504,0.016267426,-0.407803318,0.006000402,0.085660344,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.4889684616435501,1.7476453072245606
WDR35,hsa-mir-17,0.172018524,0.000152369,0.00175237,-0.453580352,0.001986541,0.042871347,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8615809433846389,1.656091280496897
PLIN3,hsa-mir-3934,-0.104194486,0.02242736,0.088561281,0.45310948,0.002010837,0.043214382,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.7029110880659,2.619507771936915
ZNF792,hsa-mir-25,0.147943918,0.001151043,0.00899524,-0.398840297,0.007324218,0.096700041,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9306007429249694,1.8292872712418002
DLL4,hsa-mir-30b,-0.168607125,0.000206471,0.002247803,0.42518073,0.004014186,0.066899427,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.550021690462327,0.7615979841493458
EIF2B5,hsa-mir-193b,-0.190584104,2.63E-05,0.000409407,0.432025611,0.003406541,0.060432898,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.1697300360364056,3.625430163259503
MASP1,hsa-mir-136,-0.11833916,0.009457874,0.046402805,0.400264621,0.007098333,0.094850798,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.092358249863336,0.3747157264876238
SV2B,hsa-mir-17,0.237089027,1.47E-07,4.90E-06,-0.438006491,0.002943249,0.055128705,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7541254568876742,1.656091280496897
ATXN3,hsa-mir-432,0.11701018,0.010296837,0.04947721,-0.407093414,0.006097086,0.086474549,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0994175206300525,0.5078276819463698
STOX2,hsa-mir-25,0.126904,0.005363643,0.030092177,-0.530987718,0.000208722,0.009413262,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.7966270435195202,1.8292872712418002
GOLGA7B,hsa-mir-150,-0.140484991,0.002034434,0.014142714,0.413756031,0.005240702,0.0788069,targetprofiler-Yes,targetscan-Yes,miRanda-NO,2.472826931761508,1.1709859241553229
CDC42EP3,hsa-mir-378,-0.136938338,0.002642568,0.017361775,0.450344825,0.002158856,0.045253128,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.524928301680411,0.3047417390058125
PCNA,hsa-mir-203,-0.213355974,2.40E-06,5.41E-05,0.795715776,1.08E-10,1.08E-07,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.936148755025074,0.8036784341685153
MAP7D3,hsa-mir-1276,0.139332306,0.002216371,0.015131248,-0.413162206,0.005312527,0.079428786,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.5026843726457901,2.485904549233007
PSKH1,hsa-mir-22,0.121142328,0.007884741,0.040370872,-0.52158575,0.000282586,0.011589891,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8786050919265981,0.9458165039109742
TMED2,hsa-mir-22,0.114216158,0.012278964,0.056515276,-0.482043852,0.000921968,0.025901412,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9779929164054733,0.9458165039109742
UHRF1BP1,hsa-mir-25,0.107666069,0.018296797,0.076233641,-0.523645168,0.00026464,0.011080348,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.167875964833969,1.8292872712418002
TRAIP,hsa-mir-605,0.154496946,0.000682671,0.005921952,-0.466238677,0.001423476,0.034564616,targetprofiler-NO,targetscan-NO,miRanda-Yes,2.0237705242298216,0.6252859415105326
HSPA12A,hsa-mir-378c,-0.117247553,0.010142311,0.048906749,0.5191303,0.000305413,0.0122266,targetprofiler-Yes,targetscan-NO,miRanda-NO,2.0033062015083605,0.2174535142158822
CASC3,hsa-mir-93,0.136412891,0.00274558,0.017890626,-0.477088444,0.001058836,0.028429201,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.039960441215484,2.8644525845689044
BRCA2,hsa-mir-203,-0.200094471,1.00E-05,0.000181793,0.468275827,0.001347528,0.033335534,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.3919559765113934,0.8036784341685153
NLGN4X,hsa-mir-23a,0.107153649,0.018861288,0.077974177,-0.396590968,0.007693594,0.099607646,targetprofiler-Yes,targetscan-NO,miRanda-Yes,2.787703656520821,1.311502788551205
SESN2,hsa-mir-17,-0.115479439,0.011344454,0.053238762,0.421035052,0.004426603,0.07104155,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8589738904492425,1.656091280496897
KIAA1143,hsa-mir-25,0.249823616,2.90E-08,1.20E-06,-0.527913652,0.000230682,0.010085887,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6651984911531738,1.8292872712418002
GPR137C,hsa-mir-659,0.219142692,1.25E-06,3.10E-05,-0.436795497,0.003032307,0.056181662,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.0587402175339573,1.279694776622551
HDGF,hsa-mir-150,-0.149668156,0.001005233,0.008072906,0.533925766,0.000189519,0.008798254,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.4693603263116413,1.1709859241553229
MAFB,hsa-mir-1248,-0.123723167,0.006647523,0.035469274,0.549230967,0.000112964,0.006133972,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.1355420621276955,2.537419555805252
CHMP1A,hsa-mir-150,-0.11864501,0.009273621,0.045705432,0.413374637,0.005286735,0.079195397,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.0809299727157013,1.1709859241553229
TRNT1,hsa-mir-203,-0.116713473,0.010492925,0.050194049,0.442068155,0.00266111,0.051685319,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.817874002947919,0.8036784341685153
ZNF704,hsa-mir-221,0.117094648,0.010241612,0.049267159,-0.431788664,0.003426144,0.060657844,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.4864199560962191,1.3899224559511223
TMEM63B,hsa-mir-130b,-0.257594703,1.03E-08,4.82E-07,0.413792006,0.005236378,0.078772579,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.4243186142051913,3.2743008846469515
LDLRAD2,hsa-mir-150,-0.111683823,0.014359088,0.063542158,0.435089323,0.003161796,0.057669476,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.2538924827757532,1.1709859241553229
SEMA6D,hsa-mir-200c,0.104548912,0.021971522,0.087212725,-0.499281724,0.000560322,0.018559732,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.8313457737388903,1.534260772762252
DEPDC4,hsa-mir-17,0.319094584,8.02E-13,1.02E-10,-0.492563242,0.000682467,0.021234971,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.4738089473459537,1.656091280496897
GPR137C,hsa-mir-141,0.171073972,0.000165839,0.001879742,-0.464023268,0.001510364,0.035966534,targetprofiler-NO,targetscan-Yes,miRanda-Yes,2.0587402175339573,1.711589034246851
DCTD,hsa-mir-22,0.106045363,0.020134357,0.081807101,-0.405606183,0.00630403,0.088224405,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0975103777610211,0.9458165039109742
GPR180,hsa-mir-200b,-0.127770046,0.005055118,0.028747221,0.429550705,0.003616226,0.062726121,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.5804499610056906,0.9250325357466713
CELSR1,hsa-mir-642a,-0.123839678,0.006596019,0.035258503,0.471565021,0.001232483,0.031434042,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.525321767398501,1.9001478782059869
CDKN2AIPNL,hsa-mir-3934,0.122622059,0.007152359,0.037504405,-0.539769391,0.000156002,0.007686193,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.148023872066893,2.619507771936915
SCG2,hsa-mir-200a,-0.129240673,0.004567669,0.026581684,0.542606719,0.000141752,0.007188116,targetprofiler-NO,targetscan-NO,miRanda-Yes,2.2469617022015185,1.5102730352246185
CLN5,hsa-mir-1266,-0.115628939,0.011238137,0.052864239,0.476243258,0.001083906,0.028875805,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9803934102179097,0.9992493757861575
ASPHD2,hsa-mir-141,-0.181156335,6.56E-05,0.000875498,0.475770395,0.001098162,0.029119432,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.9678529212393132,1.711589034246851
BCL2,hsa-mir-496,-0.116895164,0.010372459,0.049754701,0.496164084,0.000614324,0.019781147,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7765020402156789,0.5219513074408845
TIMM44,hsa-mir-22,-0.152986003,0.000771477,0.006537946,0.514716602,0.000350664,0.013492761,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.0528468999177942,0.9458165039109742
ARMC8,hsa-mir-200c,0.118972853,0.009079671,0.04497282,-0.416805174,0.004885058,0.075471125,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.2317416213136616,1.534260772762252
SQRDL,hsa-mir-93,-0.102815621,0.024279589,0.093837381,0.452283719,0.002054078,0.043780109,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9592059054265898,2.8644525845689044
C4orf46,hsa-mir-944,-0.135500508,0.002933174,0.018839907,0.406788226,0.006139065,0.086846597,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.6969975123179672,2.87176017818961
ZNF22,hsa-mir-942,0.183503223,5.25E-05,0.000727087,-0.527930722,0.000230554,0.010082958,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1607076918545873,1.742381263439739
PTPRK,hsa-mir-200a,-0.132490941,0.003637586,0.022289,0.466192953,0.001425224,0.034587259,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.8399194903468394,1.5102730352246185
ERBB3,hsa-mir-378c,0.114195237,0.012294996,0.056571221,-0.491699374,0.000699789,0.021592756,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.4636046000820041,0.2174535142158822
POLR2D,hsa-mir-150,-0.136683209,0.002692137,0.017621828,0.456930023,0.00182107,0.040503181,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.414169973287821,1.1709859241553229
FMR1,hsa-mir-25,0.250873379,2.53E-08,1.06E-06,-0.402620782,0.006737889,0.091894774,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.318010481676939,1.8292872712418002
SLC4A7,hsa-mir-30b,-0.148358944,0.001114267,0.008763572,0.436007362,0.003091531,0.056882349,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.9599062894241683,0.7615979841493458
GINS3,hsa-mir-203,-0.120220276,0.00837429,0.042283454,0.715496349,4.81E-08,1.69E-05,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.5840773237498653,0.8036784341685153
UNKL,hsa-mir-141,0.195126227,1.67E-05,0.00027942,-0.528556528,0.000225924,0.00994135,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.1660008871062035,1.711589034246851
MAP7D3,hsa-mir-589,0.170797607,0.000169987,0.001918261,-0.417260794,0.004833764,0.075004151,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.5026843726457901,1.9313255717156648
KIF4A,hsa-mir-203,-0.289492388,1.01E-10,8.07E-09,0.597480331,1.85E-05,0.001665277,targetprofiler-NO,targetscan-Yes,miRanda-NO,3.4257198675182337,0.8036784341685153
TOMM70A,hsa-mir-429,0.114165079,0.012318139,0.056651052,-0.470288911,0.001276036,0.032151661,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.9516055293011361,1.0832961849946305
PDIA3,hsa-mir-495,0.125330579,0.005967828,0.032668214,-0.448657077,0.002253876,0.046515469,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.5796473927261074,0.3413080837429528
AIDA,hsa-mir-1287,0.16122789,0.000390619,0.003777512,-0.469274541,0.001311627,0.032730957,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.3747549678597792,0.8472118895151193
L3MBTL3,hsa-mir-182,-0.115255745,0.011505197,0.053821385,0.403429355,0.006617902,0.090894254,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.2510466125816737,2.623309012648329
CHN2,hsa-mir-505,-0.149364536,0.001029604,0.008226655,0.405535755,0.006313979,0.088312386,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6837564328038188,2.0120760546152163
MXD4,hsa-mir-190,-0.113557557,0.012792618,0.058287572,0.54111112,0.000149109,0.007452995,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8829059302351583,0.5002418518774795
DIS3L,hsa-mir-629,0.179744413,7.49E-05,0.000977793,-0.518819608,0.000308417,0.012306661,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7117617183820716,1.425770382795837
C18orf10,hsa-mir-1296,0.141408803,0.001898599,0.013388784,-0.53270073,0.000197322,0.009056499,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.1327348918706053,1.3408735674562775
GBP5,hsa-mir-1269,-0.113456484,0.012873102,0.058567196,0.497319074,0.000593797,0.01932618,targetprofiler-NO,targetscan-Yes,miRanda-NO,6.3416611998108845,24.583549836468016
ZNF396,hsa-mir-942,0.166436152,0.000249765,0.002625275,-0.568755629,5.62E-05,0.003739279,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.42306793070663673,1.742381263439739
SNAP47,hsa-mir-15b,0.204558258,6.25E-06,0.000122229,-0.458725471,0.0017375,0.039316085,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.320363114355429,2.0178701517077338
PRKRA,hsa-mir-200c,0.127749305,0.005062316,0.02877765,-0.442062522,0.002661484,0.051691404,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9160559512056873,1.534260772762252
DBR1,hsa-mir-25,0.187237688,3.66E-05,0.000538508,-0.500352168,0.000542787,0.018159651,targetprofiler-NO,targetscan-Yes,miRanda-Yes,1.4935926617854622,1.8292872712418002
KIAA0513,hsa-mir-141,-0.121909703,0.007496973,0.038851356,0.401594182,0.006892941,0.093245353,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7500615184770056,1.711589034246851
C17orf51,hsa-mir-95,-0.130354539,0.004227168,0.02502793,0.434411547,0.003214568,0.058244342,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.707982985332693,0.5315224062109871
RMND5A,hsa-mir-934,0.302745667,1.24E-11,1.22E-09,-0.502686954,0.000506238,0.017312856,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.7044833335638147,1.0475796563207396
RAD1,hsa-mir-3934,0.132367935,0.003669395,0.022441275,-0.429055419,0.003659521,0.063199895,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.427296707826286,2.619507771936915
LUC7L,hsa-mir-99a,0.1143192,0.012200269,0.056245568,-0.409972939,0.005713115,0.083064154,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.255067536355085,0.3005359401646554
FUT1,hsa-mir-150,-0.131654071,0.003859029,0.023328957,0.493829441,0.00065777,0.020701843,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.3339890817487388,1.1709859241553229
KREMEN1,hsa-mir-1301,0.125862015,0.005757246,0.031772819,-0.460151767,0.001673552,0.03834336,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.8444372597107791,3.876400506545548
ZNRF1,hsa-mir-185,-0.10546889,0.020825623,0.083858129,0.500885988,0.000534228,0.017961368,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.6942024035484526,1.5947311250739304
SBNO2,hsa-mir-10a,-0.126102303,0.005664243,0.031373564,0.436269122,0.003071749,0.056658387,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.9781878772690336,0.7226018079086478
SFT2D3,hsa-mir-935,0.125397814,0.005940809,0.032552684,-0.435993203,0.003092604,0.05689223,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.08083633829231,1.3499053601947635
ZNF454,hsa-mir-23b,0.192356754,2.21E-05,0.000353189,-0.502747039,0.000505327,0.017292859,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.5863611722119041,0.7730188912013324
ZNF529,hsa-mir-766,0.117902413,0.009726626,0.047383248,-0.490176829,0.00073128,0.022242627,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.9013511384510329,2.313785238632891
LYRM2,hsa-mir-1307,0.130524948,0.004177149,0.024804471,-0.445356536,0.002450419,0.049043042,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9229140580441649,2.678905219483706
VAMP1,hsa-mir-541,-0.103417225,0.023455798,0.091531158,0.427098046,0.003835098,0.065058015,targetprofiler-Yes,targetscan-Yes,miRanda-NO,1.6709004827050589,0.7564380106124482
ZNF280B,hsa-mir-942,0.175890541,0.000107169,0.001312774,-0.542468287,0.000142419,0.007210732,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.5611532458139799,1.742381263439739
THAP9,hsa-mir-889,-0.108972836,0.016923496,0.071906446,0.622594227,6.40E-06,0.000757436,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.7926761297218933,0.5544544066600091
NRP1,hsa-mir-378,-0.113913014,0.012513084,0.057329852,0.613033987,9.70E-06,0.001030209,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.1661067268675203,0.3047417390058125
WIPF3,hsa-mir-200c,0.126375663,0.005560085,0.030927954,-0.451263704,0.002108626,0.044568929,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6345821969516109,1.534260772762252
ERLIN2,hsa-mir-944,0.110040043,0.015869717,0.068522611,-0.428678519,0.003692771,0.063577503,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9947509077692152,2.87176017818961
PIK3R3,hsa-mir-23b,0.3477395,4.44E-15,8.93E-13,-0.529016011,0.000222578,0.009843926,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.9384992799689256,0.7730188912013324
RNF2,hsa-mir-466,0.120986674,0.007965547,0.040686728,-0.399261637,0.007256759,0.096111376,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.428010406487594,1.8101459275814589
ZNF611,hsa-mir-150,0.103512976,0.023326939,0.091162007,-0.44056888,0.002762353,0.052962154,targetprofiler-Yes,targetscan-Yes,miRanda-Yes,0.9709675585384099,1.1709859241553229
SEPT4,hsa-mir-10a,0.111262098,0.014734077,0.064801952,-0.428978174,0.003666314,0.063271832,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.921304825,0.7226018079086478
FAM126B,hsa-mir-100,-0.144182022,0.001539164,0.011339478,0.401891926,0.006847657,0.092865119,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.8552874419360345,0.3425549639420402
USP9Y,hsa-mir-150,0.180078004,7.26E-05,0.000952923,-0.398095929,0.00744472,0.097659099,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.5329449973326414,1.1709859241553229
