mRNA,microRNA,T_CC,T_P,T_FDR,N_CC,N_P,N_FDR,Targetprofiler,Targetscan,MiRanda,mRNA_FC,miRNA_FC
DGKA,hsa-mir-190b,0.267858781,0.000352438,0.017290154,-0.770041298,0.002075273,0.062530937,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.1696688468218122,2.9976020190033585
PHLDB2,hsa-mir-203,0.382290601,1.93E-07,3.48E-05,-0.826485177,0.000495369,0.0275797,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.19673101997261203,17.483124725142986
PPP2R5B,hsa-mir-31,0.303556766,4.66E-05,0.003567433,-0.734395573,0.004253484,0.092033927,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.9559742872608525,9.331863453382136
CFL2,hsa-mir-301a,0.30416634,4.50E-05,0.003465928,-0.81002269,0.000788509,0.036160955,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.14595035910282594,7.013866246204878
DDX58,hsa-mir-222,0.428024415,3.83E-09,1.06E-06,-0.757099317,0.002729584,0.072875262,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.6100018260026807,1.4023572839989897
ST6GALNAC3,hsa-mir-505,0.246932805,0.001020522,0.037445516,-0.763901728,0.002368314,0.067413669,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.2519484429920714,2.66249465348998
ERBB3,hsa-mir-130b,-0.227486982,0.00253769,0.070135431,0.764611198,0.002332896,0.066876562,targetprofiler-Yes,targetscan-NO,miRanda-NO,4.6388854187840245,19.085883470395167
CCDC43,hsa-mir-182,-0.232920319,0.001981863,0.059336927,0.857094299,0.000181258,0.014879886,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.5394722318548988,48.747953657680426
QKI,hsa-mir-130b,0.37200792,4.32E-07,7.00E-05,-0.897786446,3.11E-05,0.004691173,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.4495882815301403,19.085883470395167
RAD18,hsa-mir-185,0.225767529,0.002741004,0.073899439,-0.811516276,0.000757329,0.035325455,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.9533320998673371,5.378627286626515
COL6A3,hsa-mir-130b,0.467267339,8.04E-11,3.08E-08,-0.730021715,0.004610329,0.096074738,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.26625769076056394,19.085883470395167
TMEM43,hsa-mir-31,0.227891642,0.002491874,0.069269274,-0.820333528,0.000592503,0.030589329,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.3945447457382793,9.331863453382136
TMBIM6,hsa-mir-106b,-0.241909196,0.001300357,0.044426461,0.745647724,0.003432998,0.082254185,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.1532711569388219,6.074124141264395
SACS,hsa-mir-106b,0.240713491,0.001376567,0.046187451,-0.851140301,0.000224173,0.017051372,targetprofiler-Yes,targetscan-NO,miRanda-Yes,0.5808599952554466,6.074124141264395
HMGCL,hsa-mir-106b,-0.248796248,0.000931622,0.035098697,0.744146853,0.003534697,0.083510919,targetprofiler-NO,targetscan-NO,miRanda-Yes,1.339198642929955,6.074124141264395
ELOVL4,hsa-mir-98,0.404602133,3.07E-08,6.81E-06,-0.787465014,0.001395102,0.050341183,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.9075443597917124,2.5728513447347297
PARM1,hsa-mir-592,0.223320965,0.003055752,0.079448413,-0.765070344,0.002310195,0.066470329,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.23796280450170876,22.9775459082723
RAB11FIP1,hsa-mir-130b,-0.242435298,0.001268065,0.043640451,0.732628535,0.004394984,0.093606984,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.9749671067039327,19.085883470395167
TRIM27,hsa-mir-31,-0.259279866,0.000550792,0.024045997,0.827577109,0.000479531,0.027051764,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.3750648221901451,9.331863453382136
YIPF4,hsa-mir-570,0.402161826,3.78E-08,8.20E-06,-0.79337356,0.001209406,0.046389238,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.331664379784373,3.4916791279717083
RABEP1,hsa-mir-424,0.24267352,0.001253685,0.04329258,-0.757927047,0.002683472,0.072206267,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.6339028495959371,0.3071910605747866
GLE1,hsa-mir-1301,-0.301755761,5.20E-05,0.003894696,0.86216243,0.000150133,0.01323139,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.281734153663128,9.58274904274554
SYT11,hsa-mir-335,0.246533654,0.001040549,0.037973359,-0.773636139,0.001917328,0.059940298,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.4657312777401647,3.750540495962203
FYTTD1,hsa-mir-222,0.41100496,1.77E-08,4.16E-06,-0.92740576,5.03E-06,0.001327026,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.8324987457709544,1.4023572839989897
QKI,hsa-mir-1226,0.299789838,5.85E-05,0.004293723,-0.749393677,0.003189048,0.079139,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.4495882815301403,11.90611319482797
ZFP41,hsa-mir-34a,-0.261761217,0.000484806,0.021885201,0.907333295,1.85E-05,0.003296482,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.0356891034831892,2.052482437077747
RAD1,hsa-mir-130b,0.247538185,0.000990822,0.036695557,-0.7481435,0.003268919,0.08019524,targetprofiler-Yes,targetscan-NO,miRanda-Yes,1.2007229728378996,19.085883470395167
CLIC2,hsa-mir-424,0.385967124,1.44E-07,2.69E-05,-0.817077598,0.000649676,0.032282104,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.14875118328644835,0.3071910605747866
STK4,hsa-mir-221,0.365201647,7.24E-07,0.000109646,-0.752959018,0.002969556,0.076037285,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.159852627553561,1.040139759054016
FYTTD1,hsa-mir-570,0.407909021,2.31E-08,5.30E-06,-0.786490915,0.001427748,0.051017728,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8324987457709544,3.4916791279717083
CORO1C,hsa-mir-210,0.29619909,7.24E-05,0.005093942,-0.785592544,0.001458385,0.051587503,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.36952478989467497,17.527183714802224
C1orf74,hsa-mir-30a,-0.238868344,0.00150221,0.049020123,0.796322317,0.001124306,0.044465691,targetprofiler-NO,targetscan-NO,miRanda-Yes,2.3251971360956256,2.153347574962937
RBL1,hsa-mir-185,0.284820316,0.000139441,0.008530267,-0.75249633,0.002997358,0.076487697,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.5131534656934804,5.378627286626515
CORO1C,hsa-mir-579,0.25356942,0.000735348,0.029629257,-0.727309829,0.004842892,0.098585181,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.36952478989467497,5.324559872375967
IL20RA,hsa-mir-598,-0.27024746,0.00031041,0.015721149,0.793723918,0.001199038,0.046164601,targetprofiler-NO,targetscan-NO,miRanda-Yes,0.9207178121379959,3.550765393779459
FUT4,hsa-mir-30a,0.227307484,0.002558256,0.070529568,-0.753036255,0.002964935,0.075993713,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.8832022486076996,2.153347574962937
CDS2,hsa-mir-29a,0.221593913,0.00329723,0.08352664,-0.791820973,0.0012562,0.047359036,targetprofiler-NO,targetscan-Yes,miRanda-Yes,0.9681229046344351,0.6267610535766585
CELSR1,hsa-mir-96,-0.252851471,0.000762207,0.030414229,0.926285745,5.45E-06,0.001404365,targetprofiler-NO,targetscan-Yes,miRanda-NO,2.2782657314719246,54.863647456482596
DHX32,hsa-mir-570,-0.235618921,0.001749201,0.0544183,0.758044201,0.002676995,0.07210627,targetprofiler-Yes,targetscan-NO,miRanda-NO,1.3626841009197652,3.4916791279717083
ZNF35,hsa-mir-197,0.299259006,6.04E-05,0.004403969,-0.775010995,0.001859467,0.058991026,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.5594309681760752,3.60373874809976
PLS3,hsa-mir-3934,0.234534465,0.00183953,0.056348309,-0.741968016,0.003686466,0.085493799,targetprofiler-Yes,targetscan-Yes,miRanda-NO,0.3903283877030332,10.586533989205867
DDX58,hsa-mir-221,0.47820121,2.50E-11,1.05E-08,-0.797480858,0.001092189,0.04375494,targetprofiler-NO,targetscan-Yes,miRanda-NO,1.6100018260026807,1.040139759054016
DEF8,hsa-mir-3170,0.215678713,0.004260411,0.098708447,-0.736305491,0.004104525,0.090476001,targetprofiler-NO,targetscan-Yes,miRanda-NO,0.8898688910540049,12.330259839812351
GREB1,hsa-mir-32,-0.235289476,0.001776205,0.054984363,0.82602658,0.000502143,0.027803439,targetprofiler-Yes,targetscan-NO,miRanda-NO,0.29023242885642814,3.1035030820871548
